ts,server_id,net_in,net_out
20:54:00,server_20,452.18,485.48
20:54:00,server_9,636.79,689.04
20:54:00,server_1,676.4,447.51
20:54:00,server_2,888.98,1121.67
20:54:00,server_3,32.48,46.7
20:54:00,server_4,4224.65,4853.22
20:54:00,server_10,324.04,436.95
20:54:00,server_6,84.95,127.17
20:54:00,server_7,9426.7,9789.89
20:54:00,server_8,458.78,508.89
20:54:00,server_5,891.22,768.23
20:54:05,server_11,4674.85,4894.8
20:54:05,server_19,188.65,215.82
20:54:05,server_18,154.49,154.29
20:54:05,server_17,641.69,720.59
20:54:05,server_16,298.07,213.66
20:54:05,server_15,29.68,17.31
20:54:05,server_14,351.45,261.11
20:54:05,server_13,1045.83,985.87
20:54:05,server_12,864.46,457.64
20:54:05,server_20,543.19,749.86
20:54:05,server_10,957.77,1246.38
20:54:05,server_8,320.47,314.08
20:54:05,server_7,199.13,100.44
20:54:05,server_6,201.36,130.55
20:54:05,server_5,619.3,479.34
20:54:05,server_4,4569.13,3686.53
20:54:05,server_3,855.49,906.87
20:54:05,server_2,647.27,447.79
20:54:05,server_1,176.77,194.31
20:54:05,server_9,3641.93,3510.77
20:54:10,server_14,3786.51,3289.52
20:54:10,server_15,899.45,1325.92
20:54:10,server_16,14135.35,15661.25
20:54:10,server_13,387.52,370.26
20:54:10,server_18,34.87,39.79
20:54:10,server_19,577.22,301.77
20:54:10,server_20,400.01,558.68
20:54:10,server_17,286.95,403.29
20:54:10,server_12,665.88,855.52
20:54:10,server_11,1706.78,1476.69
20:54:10,server_1,457.76,680.36
20:54:10,server_9,457.98,477.72
20:54:10,server_8,38.63,34.93
20:54:10,server_7,91.71,62.16
20:54:10,server_6,278.95,193.66
20:54:10,server_5,19115.47,16797.51
20:54:10,server_4,262.37,330.3
20:54:10,server_3,698.06,1028.1
20:54:10,server_2,15.54,15.85
20:54:10,server_10,190.98,182.13
20:54:15,server_13,19683.76,20401.15
20:54:15,server_14,578.46,629.52
20:54:15,server_15,557.19,620.29
20:54:15,server_20,907.41,634.49
20:54:15,server_18,1933.05,2096.56
20:54:15,server_19,76.33,114.17
20:54:15,server_12,191.7,123.24
20:54:15,server_16,958.05,1072.79
20:54:15,server_11,2856.91,3225.96
20:54:15,server_17,537.28,720.06
20:54:15,server_9,230.24,261.21
20:54:15,server_10,691.06,894.62
20:54:15,server_2,382.72,541.8
20:54:15,server_3,270.74,218.48
20:54:15,server_4,584.7,773.98
20:54:15,server_1,818.04,1085.13
20:54:15,server_6,447.85,336.23
20:54:15,server_7,454.83,651.45
20:54:15,server_8,426.42,253.04
20:54:15,server_5,403.92,421.86
20:54:20,server_20,171.49,199.99
20:54:20,server_12,905.85,837.56
20:54:20,server_19,367.36,264.3
20:54:20,server_18,414.61,393.67
20:54:20,server_17,130.73,153.99
20:54:20,server_16,132.45,104.07
20:54:20,server_15,57.42,42.72
20:54:20,server_14,349.51,365.07
20:54:20,server_13,656.84,636.8
20:54:20,server_11,963.58,1225.84
20:54:20,server_7,977.97,666.29
20:54:20,server_9,199.25,211.67
20:54:20,server_8,18661.5,20901.67
20:54:20,server_6,238.17,220.81
20:54:20,server_5,11191.28,9945.93
20:54:20,server_4,16339.22,18292.47
20:54:20,server_3,502.57,518.07
20:54:20,server_2,205.84,245.62
20:54:20,server_1,190.1,220.81
20:54:20,server_10,284.78,207.77
20:54:25,server_15,175.32,208.74
20:54:25,server_13,2843.05,3263.39
20:54:25,server_14,520.62,570.81
20:54:25,server_16,278.95,381.33
20:54:25,server_12,416.42,360.64
20:54:25,server_18,2506.95,2064.25
20:54:25,server_19,377.43,332.48
20:54:25,server_20,503.54,625.5
20:54:25,server_17,165.98,168.51
20:54:25,server_11,126.28,159.62
20:54:25,server_1,3704.5,3838.69
20:54:25,server_9,115.98,117.33
20:54:25,server_2,374.1,515.09
20:54:25,server_3,234.67,181.68
20:54:25,server_4,174.5,122.88
20:54:25,server_10,110.63,155.72
20:54:25,server_6,784.25,1068.32
20:54:25,server_7,105.28,84.67
20:54:25,server_8,32.84,39.08
20:54:25,server_5,393.83,464.73
20:54:30,server_13,1021.79,1250.91
20:54:30,server_20,172.64,106.4
20:54:30,server_19,645.96,724.89
20:54:30,server_18,242.47,293.6
20:54:30,server_17,332.31,494.01
20:54:30,server_16,853.19,498.96
20:54:30,server_15,174.73,148.82
20:54:30,server_14,219.82,125.17
20:54:30,server_12,479.05,486.49
20:54:30,server_11,3347.57,3394.12
20:54:30,server_1,16480.74,13575.0
20:54:30,server_9,11795.5,10555.18
20:54:30,server_8,17.31,20.47
20:54:30,server_7,984.19,721.27
20:54:30,server_6,211.78,115.28
20:54:30,server_5,117.89,158.62
20:54:30,server_4,894.84,633.93
20:54:30,server_3,11802.73,13575.4
20:54:30,server_2,599.19,593.27
20:54:30,server_10,503.65,625.47
20:54:35,server_13,17995.87,15333.18
20:54:35,server_14,564.85,621.15
20:54:35,server_15,437.21,518.35
20:54:35,server_16,632.78,565.21
20:54:35,server_12,3764.54,4030.86
20:54:35,server_18,12971.03,15141.24
20:54:35,server_19,838.94,791.64
20:54:35,server_20,407.56,474.06
20:54:35,server_17,573.77,677.99
20:54:35,server_11,694.57,520.0
20:54:35,server_1,9.12,12.04
20:54:35,server_9,1374.29,1178.39
20:54:35,server_8,446.01,411.55
20:54:35,server_7,238.33,249.24
20:54:35,server_6,3879.08,3680.62
20:54:35,server_5,147.67,212.27
20:54:35,server_4,335.05,177.82
20:54:35,server_3,818.26,1168.27
20:54:35,server_2,2821.83,2350.63
20:54:35,server_10,1738.71,1682.68
20:54:40,server_13,187.74,220.44
20:54:40,server_14,44.98,64.37
20:54:40,server_15,953.13,1126.52
20:54:40,server_16,826.47,753.58
20:54:40,server_20,532.48,773.14
20:54:40,server_18,852.95,614.51
20:54:40,server_19,817.34,731.39
20:54:40,server_12,342.78,509.04
20:54:40,server_17,107.76,141.84
20:54:40,server_11,353.37,429.78
20:54:40,server_1,17026.91,20202.51
20:54:40,server_9,725.78,902.04
20:54:40,server_2,87.9,112.21
20:54:40,server_3,328.04,341.89
20:54:40,server_4,276.68,326.33
20:54:40,server_10,257.5,260.13
20:54:40,server_6,569.97,455.34
20:54:40,server_7,362.7,495.43
20:54:40,server_8,1045.8,1428.47
20:54:40,server_5,14649.83,16601.37
20:54:45,server_12,407.24,457.97
20:54:45,server_19,290.71,295.37
20:54:45,server_18,160.46,125.19
20:54:45,server_17,1009.11,1456.46
20:54:45,server_16,958.48,971.65
20:54:45,server_15,96.42,48.4
20:54:45,server_14,541.83,667.12
20:54:45,server_13,861.13,783.6
20:54:45,server_20,1939.19,2324.48
20:54:45,server_11,274.64,189.47
20:54:45,server_9,317.77,273.28
20:54:45,server_8,653.09,396.53
20:54:45,server_7,858.55,676.63
20:54:45,server_6,1056.39,1067.3
20:54:45,server_5,928.73,596.76
20:54:45,server_4,941.64,1115.11
20:54:45,server_3,992.69,1409.88
20:54:45,server_2,298.47,307.12
20:54:45,server_1,166.96,104.74
20:54:45,server_10,16280.36,14133.64
20:54:50,server_13,374.08,248.09
20:54:50,server_14,17.87,11.01
20:54:50,server_15,534.72,618.52
20:54:50,server_16,9640.81,10810.05
20:54:50,server_12,955.84,575.24
20:54:50,server_18,735.72,381.99
20:54:50,server_19,537.08,277.57
20:54:50,server_20,418.33,367.02
20:54:50,server_17,4656.94,4057.37
20:54:50,server_11,604.86,527.76
20:54:50,server_5,499.98,615.71
20:54:50,server_9,1038.69,1178.9
20:54:50,server_1,81.5,93.92
20:54:50,server_2,906.84,701.17
20:54:50,server_3,110.26,103.39
20:54:50,server_4,148.59,193.71
20:54:50,server_10,259.45,197.32
20:54:50,server_6,875.53,888.98
20:54:50,server_7,488.74,465.44
20:54:50,server_8,4994.53,5960.1
20:54:55,server_20,201.62,214.33
20:54:55,server_19,330.2,289.18
20:54:55,server_18,765.25,1095.15
20:54:55,server_17,867.5,1017.4
20:54:55,server_16,59.82,32.34
20:54:55,server_15,508.51,685.48
20:54:55,server_13,121.41,81.75
20:54:55,server_12,18.07,20.7
20:54:55,server_11,347.2,384.99
20:54:55,server_14,827.54,1067.76
20:54:55,server_9,396.02,444.98
20:54:55,server_10,809.65,545.15
20:54:55,server_2,935.71,650.44
20:54:55,server_3,117.08,120.1
20:54:55,server_4,947.31,889.88
20:54:55,server_1,287.11,309.18
20:54:55,server_6,618.38,842.95
20:54:55,server_7,3212.96,2805.98
20:54:55,server_8,6875.36,6615.19
20:54:55,server_5,137.3,105.5
20:55:00,server_12,645.68,525.72
20:55:00,server_20,226.58,329.6
20:55:00,server_19,305.67,264.17
20:55:00,server_18,777.24,415.04
20:55:00,server_17,320.79,392.42
20:55:00,server_16,4631.62,4289.19
20:55:00,server_15,1920.53,2132.14
20:55:00,server_14,28.45,38.45
20:55:00,server_13,252.73,282.3
20:55:00,server_11,763.67,1020.11
20:55:00,server_3,967.03,1393.62
20:55:00,server_9,73.7,101.44
20:55:00,server_10,151.47,157.85
20:55:00,server_2,581.28,628.99
20:55:00,server_4,27.08,14.15
20:55:00,server_1,289.95,258.09
20:55:00,server_6,931.33,983.75
20:55:00,server_7,67.06,97.23
20:55:00,server_8,421.08,270.92
20:55:00,server_5,11313.38,9708.59
20:55:05,server_12,45.41,59.74
20:55:05,server_20,837.91,774.2
20:55:05,server_19,459.68,392.08
20:55:05,server_18,3139.9,2578.71
20:55:05,server_17,3546.45,3303.1
20:55:05,server_16,873.25,484.7
20:55:05,server_15,559.03,282.99
20:55:05,server_13,978.54,1139.82
20:55:05,server_11,7666.36,7990.4
20:55:05,server_14,17940.74,17652.8
20:55:05,server_9,716.03,874.51
20:55:05,server_2,650.7,819.45
20:55:05,server_3,458.09,368.81
20:55:05,server_4,852.97,743.33
20:55:05,server_5,853.34,1084.65
20:55:05,server_1,275.87,287.73
20:55:05,server_10,84.18,83.14
20:55:05,server_7,299.87,336.82
20:55:05,server_8,432.75,562.33
20:55:05,server_6,9328.69,10616.09
20:55:10,server_12,128.34,161.85
20:55:10,server_19,519.5,774.95
20:55:10,server_18,551.41,583.33
20:55:10,server_17,489.89,627.65
20:55:10,server_16,204.53,267.53
20:55:10,server_15,0.0,0.0
20:55:10,server_14,266.5,337.27
20:55:10,server_13,690.92,880.37
20:55:10,server_11,1045.44,1461.53
20:55:10,server_20,571.77,561.1
20:55:10,server_9,773.63,492.44
20:55:10,server_1,13411.87,15260.17
20:55:10,server_2,674.69,748.72
20:55:10,server_3,918.24,894.77
20:55:10,server_4,512.28,622.85
20:55:10,server_10,114.82,107.21
20:55:10,server_6,399.31,270.31
20:55:10,server_7,428.89,559.65
20:55:10,server_8,208.03,194.19
20:55:10,server_5,260.56,388.31
20:55:15,server_11,727.02,486.79
20:55:15,server_19,461.33,428.67
20:55:15,server_18,703.47,526.3
20:55:15,server_17,1089.63,960.06
20:55:15,server_16,967.04,1069.34
20:55:15,server_15,663.04,425.44
20:55:15,server_14,18769.74,18866.84
20:55:15,server_13,196.74,106.58
20:55:15,server_12,144.89,179.91
20:55:15,server_20,84.03,105.97
20:55:15,server_10,692.19,888.61
20:55:15,server_8,342.42,182.1
20:55:15,server_7,2443.97,2317.38
20:55:15,server_6,268.69,267.55
20:55:15,server_5,3142.01,2860.45
20:55:15,server_4,16353.04,13509.02
20:55:15,server_3,749.28,841.38
20:55:15,server_2,880.97,856.9
20:55:15,server_1,4305.19,4720.34
20:55:15,server_9,113.2,141.04
20:55:20,server_13,411.98,548.81
20:55:20,server_14,388.37,373.57
20:55:20,server_15,551.26,782.32
20:55:20,server_16,977.78,931.32
20:55:20,server_20,175.5,165.23
20:55:20,server_18,622.01,620.37
20:55:20,server_19,858.64,1191.43
20:55:20,server_12,477.61,702.15
20:55:20,server_17,838.43,610.6
20:55:20,server_11,1036.01,1273.94
20:55:20,server_4,7132.97,6167.97
20:55:20,server_9,518.4,276.52
20:55:20,server_10,227.33,203.57
20:55:20,server_2,1941.47,2292.07
20:55:20,server_3,484.91,677.58
20:55:20,server_1,499.4,619.7
20:55:20,server_6,45.44,50.07
20:55:20,server_7,9656.68,10421.8
20:55:20,server_8,1052.11,1068.88
20:55:20,server_5,567.23,464.98
20:55:25,server_20,951.13,1348.23
20:55:25,server_19,418.01,418.52
20:55:25,server_18,368.89,320.97
20:55:25,server_17,976.67,828.47
20:55:25,server_16,971.1,1208.26
20:55:25,server_15,583.42,300.44
20:55:25,server_14,1963.17,1988.18
20:55:25,server_12,965.16,711.33
20:55:25,server_11,953.53,901.87
20:55:25,server_13,16513.25,19490.72
20:55:25,server_9,9182.58,8097.07
20:55:25,server_10,887.34,1157.78
20:55:25,server_2,19470.22,17357.46
20:55:25,server_3,299.28,337.94
20:55:25,server_4,301.31,413.11
20:55:25,server_1,343.64,406.9
20:55:25,server_6,911.32,1052.47
20:55:25,server_7,841.02,907.07
20:55:25,server_8,178.9,185.33
20:55:25,server_5,976.11,1286.77
20:55:30,server_12,840.12,737.77
20:55:30,server_20,913.62,995.2
20:55:30,server_19,325.44,472.1
20:55:30,server_18,282.54,315.2
20:55:30,server_17,437.95,362.92
20:55:30,server_16,105.29,83.12
20:55:30,server_15,1012.84,1172.5
20:55:30,server_14,57.92,80.0
20:55:30,server_13,281.15,230.12
20:55:30,server_11,845.58,1193.88
20:55:30,server_3,71.99,83.46
20:55:30,server_9,4481.24,4477.22
20:55:30,server_8,647.02,648.83
20:55:30,server_7,449.74,532.51
20:55:30,server_6,554.19,497.42
20:55:30,server_5,993.88,1260.5
20:55:30,server_4,1772.51,1993.57
20:55:30,server_2,636.08,785.53
20:55:30,server_1,0.0,0.0
20:55:30,server_10,923.31,1062.25
20:55:35,server_15,172.07,90.58
20:55:35,server_14,14788.08,14842.2
20:55:35,server_16,3885.86,4616.33
20:55:35,server_17,557.63,731.18
20:55:35,server_3,364.04,211.19
20:55:35,server_19,9890.43,9842.82
20:55:35,server_13,461.5,495.43
20:55:35,server_20,636.95,425.88
20:55:35,server_18,912.23,1150.96
20:55:35,server_12,383.14,413.82
20:55:35,server_1,983.64,919.89
20:55:35,server_10,750.22,635.52
20:55:35,server_2,2747.7,2693.74
20:55:35,server_4,447.87,655.19
20:55:35,server_5,110.89,108.01
20:55:35,server_11,158.39,100.48
20:55:35,server_7,5095.23,4848.9
20:55:35,server_8,17878.82,20973.01
20:55:35,server_9,1098.37,1402.04
20:55:35,server_6,73.55,61.98
20:55:40,server_12,187.05,186.1
20:55:40,server_19,679.78,546.12
20:55:40,server_18,432.4,371.68
20:55:40,server_17,358.05,473.51
20:55:40,server_16,3305.81,3213.8
20:55:40,server_15,432.25,397.55
20:55:40,server_14,793.58,937.15
20:55:40,server_13,110.15,103.72
20:55:40,server_20,905.17,1281.09
20:55:40,server_11,9725.22,7880.6
20:55:40,server_9,15036.08,12044.33
20:55:40,server_8,622.14,635.55
20:55:40,server_7,169.24,150.93
20:55:40,server_6,109.74,95.86
20:55:40,server_5,12970.18,15296.92
20:55:40,server_4,347.91,251.94
20:55:40,server_3,934.55,1055.2
20:55:40,server_2,76.24,43.04
20:55:40,server_1,16351.07,18949.11
20:55:40,server_10,213.84,214.19
20:55:45,server_12,616.76,811.97
20:55:45,server_13,1987.86,1668.34
20:55:45,server_14,204.51,178.88
20:55:45,server_15,2672.47,3164.68
20:55:45,server_11,385.89,471.61
20:55:45,server_17,232.64,323.42
20:55:45,server_18,408.71,383.3
20:55:45,server_19,474.8,245.4
20:55:45,server_16,150.28,187.07
20:55:45,server_20,886.84,811.71
20:55:45,server_10,91.52,96.03
20:55:45,server_8,14.84,21.27
20:55:45,server_7,1634.79,1561.76
20:55:45,server_6,376.89,326.15
20:55:45,server_5,3814.85,3605.39
20:55:45,server_4,960.3,988.08
20:55:45,server_3,851.01,461.98
20:55:45,server_2,254.31,338.94
20:55:45,server_1,4370.94,5114.88
20:55:45,server_9,291.4,290.67
20:55:50,server_13,4429.9,5088.53
20:55:50,server_14,183.13,269.23
20:55:50,server_15,945.09,1176.59
20:55:50,server_16,839.46,678.78
20:55:50,server_20,15.1,10.93
20:55:50,server_18,525.45,279.51
20:55:50,server_19,122.06,86.76
20:55:50,server_12,193.92,119.88
20:55:50,server_17,189.86,240.91
20:55:50,server_11,304.91,267.63
20:55:50,server_10,622.11,647.92
20:55:50,server_9,901.36,1112.07
20:55:50,server_2,19.6,21.72
20:55:50,server_3,2256.54,2315.76
20:55:50,server_4,9738.47,9900.49
20:55:50,server_1,16667.5,14706.69
20:55:50,server_6,23.86,29.45
20:55:50,server_7,829.81,627.53
20:55:50,server_8,339.69,436.79
20:55:50,server_5,206.93,123.18
20:55:55,server_12,13485.55,14544.3
20:55:55,server_19,441.18,350.57
20:55:55,server_18,1093.29,690.85
20:55:55,server_17,0.0,0.0
20:55:55,server_16,289.68,390.49
20:55:55,server_15,450.1,297.9
20:55:55,server_14,438.59,647.67
20:55:55,server_13,9405.5,8027.51
20:55:55,server_11,881.03,922.71
20:55:55,server_20,4179.73,3525.19
20:55:55,server_9,418.74,518.63
20:55:55,server_1,914.36,629.94
20:55:55,server_2,647.93,402.44
20:55:55,server_3,907.02,861.42
20:55:55,server_4,491.25,375.18
20:55:55,server_10,689.46,499.31
20:55:55,server_6,12255.1,13134.17
20:55:55,server_7,555.97,789.01
20:55:55,server_8,6958.44,6567.25
20:55:55,server_5,226.52,161.23
20:56:00,server_12,121.67,129.51
20:56:00,server_19,332.02,376.74
20:56:00,server_18,630.01,831.61
20:56:00,server_17,8211.88,8890.53
20:56:00,server_16,2892.42,2967.75
20:56:00,server_15,928.3,1088.1
20:56:00,server_14,102.38,55.93
20:56:00,server_13,485.43,497.97
20:56:00,server_11,304.88,156.51
20:56:00,server_20,14.67,15.66
20:56:00,server_9,201.85,120.93
20:56:00,server_1,83.15,102.8
20:56:00,server_2,199.74,214.15
20:56:00,server_3,25.53,32.67
20:56:00,server_4,255.38,315.07
20:56:00,server_10,674.5,946.54
20:56:00,server_6,46.39,61.36
20:56:00,server_7,513.6,348.18
20:56:00,server_8,1192.62,1389.09
20:56:00,server_5,565.71,667.64
20:56:05,server_11,253.58,327.2
20:56:05,server_19,480.77,584.02
20:56:05,server_18,296.08,419.26
20:56:05,server_17,836.74,951.02
20:56:05,server_16,835.6,843.7
20:56:05,server_15,392.98,272.56
20:56:05,server_14,92.95,136.98
20:56:05,server_13,1465.56,1710.43
20:56:05,server_12,441.02,572.95
20:56:05,server_20,301.71,343.2
20:56:05,server_10,299.28,429.72
20:56:05,server_8,140.42,98.32
20:56:05,server_7,3221.21,2721.11
20:56:05,server_6,385.3,241.5
20:56:05,server_5,901.15,919.55
20:56:05,server_4,492.56,679.3
