ts,server_id,mem_pct
20:53:45,server_7,82.15
20:53:45,server_6,54.49
20:53:45,server_5,69.84
20:53:45,server_4,69.6
20:53:45,server_3,41.98
20:53:45,server_2,54.12
20:53:45,server_10,20.26
20:53:50,server_13,61.06
20:53:50,server_14,90.39
20:53:50,server_15,39.35
20:53:50,server_16,54.19
20:53:50,server_12,98.48
20:53:50,server_18,46.46
20:53:50,server_19,62.0
20:53:50,server_20,89.21
20:53:50,server_17,80.63
20:53:50,server_11,49.46
20:53:50,server_1,85.0
20:53:50,server_9,73.81
20:53:50,server_8,98.92
20:53:50,server_7,69.93
20:53:50,server_6,65.34
20:53:50,server_5,43.37
20:53:50,server_4,54.34
20:53:50,server_3,33.01
20:53:50,server_2,36.73
20:53:50,server_10,41.91
20:53:55,server_13,35.25
20:53:55,server_14,43.87
20:53:55,server_15,29.04
20:53:55,server_16,84.3
20:53:55,server_20,27.31
20:53:55,server_18,81.19
20:53:55,server_19,21.56
20:53:55,server_12,24.64
20:53:55,server_17,41.48
20:53:55,server_11,46.76
20:53:55,server_5,41.78
20:53:55,server_9,37.47
20:53:55,server_2,11.1
20:53:55,server_3,60.39
20:53:55,server_4,56.49
20:53:55,server_1,86.99
20:53:55,server_6,27.0
20:53:55,server_7,91.95
20:53:55,server_8,44.61
20:53:55,server_10,53.99
20:54:00,server_12,95.63
20:54:00,server_19,84.39
20:54:00,server_18,34.07
20:54:00,server_17,43.68
20:54:00,server_16,38.46
20:54:00,server_15,17.42
20:54:00,server_14,44.68
20:54:00,server_13,86.06
20:54:00,server_11,92.32
20:54:00,server_20,62.13
20:54:00,server_9,48.92
20:54:00,server_1,76.53
20:54:00,server_2,15.06
20:54:00,server_3,35.42
20:54:00,server_4,59.12
20:54:00,server_10,35.0
20:54:00,server_6,46.47
20:54:00,server_7,35.76
20:54:00,server_8,32.58
20:54:00,server_5,28.73
20:54:05,server_11,68.21
20:54:05,server_19,42.49
20:54:05,server_18,85.36
20:54:05,server_17,84.64
20:54:05,server_16,44.93
20:54:05,server_15,28.25
20:54:05,server_14,42.32
20:54:05,server_13,63.0
20:54:05,server_12,93.86
20:54:05,server_20,59.1
20:54:05,server_10,1.59
20:54:05,server_8,49.94
20:54:05,server_7,27.34
20:54:05,server_6,81.92
20:54:05,server_5,75.28
20:54:05,server_4,66.47
20:54:05,server_3,80.78
20:54:05,server_2,65.91
20:54:05,server_1,25.0
20:54:05,server_9,55.38
20:54:10,server_14,62.12
20:54:10,server_15,14.17
20:54:10,server_16,43.01
20:54:10,server_13,49.16
20:54:10,server_18,90.89
20:54:10,server_19,59.01
20:54:10,server_20,55.56
20:54:10,server_17,69.87
20:54:10,server_12,62.46
20:54:10,server_11,45.0
20:54:10,server_1,50.72
20:54:10,server_9,58.46
20:54:10,server_8,81.53
20:54:10,server_7,31.3
20:54:10,server_6,30.25
20:54:10,server_5,49.46
20:54:10,server_4,92.82
20:54:10,server_3,69.16
20:54:10,server_2,46.82
20:54:10,server_10,35.51
20:54:15,server_13,49.27
20:54:15,server_14,70.52
20:54:15,server_15,55.9
20:54:15,server_20,20.41
20:54:15,server_18,52.53
20:54:15,server_19,49.64
20:54:15,server_12,14.5
20:54:15,server_16,24.27
20:54:15,server_11,55.42
20:54:15,server_17,50.66
20:54:15,server_9,9.82
20:54:15,server_10,75.15
20:54:15,server_2,37.66
20:54:15,server_3,32.05
20:54:15,server_4,59.56
20:54:15,server_1,81.45
20:54:15,server_6,50.32
20:54:15,server_7,77.11
20:54:15,server_8,39.08
20:54:15,server_5,41.57
20:54:20,server_20,30.95
20:54:20,server_12,84.81
20:54:20,server_19,30.15
20:54:20,server_18,44.6
20:54:20,server_17,33.6
20:54:20,server_16,28.06
20:54:20,server_15,43.71
20:54:20,server_14,50.37
20:54:20,server_13,64.39
20:54:20,server_11,28.24
20:54:20,server_7,21.56
20:54:20,server_9,28.34
20:54:20,server_8,37.57
20:54:20,server_6,23.94
20:54:20,server_5,59.81
20:54:20,server_4,37.1
20:54:20,server_3,65.18
20:54:20,server_2,34.1
20:54:20,server_1,34.33
20:54:20,server_10,30.23
20:54:25,server_15,35.16
20:54:25,server_13,56.81
20:54:25,server_14,58.87
20:54:25,server_16,31.15
20:54:25,server_12,55.99
20:54:25,server_18,60.31
20:54:25,server_19,34.54
20:54:25,server_20,53.83
20:54:25,server_17,27.52
20:54:25,server_11,29.91
20:54:25,server_1,47.03
20:54:25,server_9,30.83
20:54:25,server_2,54.48
20:54:25,server_3,90.64
20:54:25,server_4,38.38
20:54:25,server_10,37.87
20:54:25,server_6,19.39
20:54:25,server_7,29.5
20:54:25,server_8,22.07
20:54:25,server_5,33.84
20:54:30,server_13,81.77
20:54:30,server_20,85.03
20:54:30,server_19,53.37
20:54:30,server_18,23.21
20:54:30,server_17,38.99
20:54:30,server_16,24.04
20:54:30,server_15,39.18
20:54:30,server_14,85.02
20:54:30,server_12,44.56
20:54:30,server_11,41.78
20:54:30,server_1,55.82
20:54:30,server_9,46.27
20:54:30,server_8,31.16
20:54:30,server_7,27.17
20:54:30,server_6,89.31
20:54:30,server_5,97.09
20:54:30,server_4,99.97
20:54:30,server_3,43.18
20:54:30,server_2,61.42
20:54:30,server_10,44.71
20:54:35,server_13,47.49
20:54:35,server_14,65.4
20:54:35,server_15,28.7
20:54:35,server_16,43.97
20:54:35,server_12,66.54
20:54:35,server_18,51.91
20:54:35,server_19,18.02
20:54:35,server_20,56.83
20:54:35,server_17,63.57
20:54:35,server_11,69.03
20:54:35,server_1,94.41
20:54:35,server_9,55.49
20:54:35,server_8,58.24
20:54:35,server_7,17.96
20:54:35,server_6,57.7
20:54:35,server_5,33.21
20:54:35,server_4,25.65
20:54:35,server_3,12.37
20:54:35,server_2,50.59
20:54:35,server_10,64.25
20:54:40,server_13,43.26
20:54:40,server_14,26.3
20:54:40,server_15,87.34
20:54:40,server_16,4.44
20:54:40,server_20,55.11
20:54:40,server_18,82.25
20:54:40,server_19,5.26
20:54:40,server_12,54.41
20:54:40,server_17,33.73
20:54:40,server_11,31.92
20:54:40,server_1,50.07
20:54:40,server_9,83.62
20:54:40,server_2,32.41
20:54:40,server_3,45.91
20:54:40,server_4,30.06
20:54:40,server_10,31.84
20:54:40,server_6,77.39
20:54:40,server_7,50.27
20:54:40,server_8,93.92
20:54:40,server_5,53.13
20:54:45,server_12,43.19
20:54:45,server_19,53.58
20:54:45,server_18,35.77
20:54:45,server_17,99.22
20:54:45,server_16,89.45
20:54:45,server_15,46.26
20:54:45,server_14,56.47
20:54:45,server_13,16.6
20:54:45,server_20,43.32
20:54:45,server_11,18.01
20:54:45,server_9,43.0
20:54:45,server_8,59.01
20:54:45,server_7,83.44
20:54:45,server_6,92.91
20:54:45,server_5,20.43
20:54:45,server_4,86.88
20:54:45,server_3,10.5
20:54:45,server_2,38.61
20:54:45,server_1,22.36
20:54:45,server_10,32.72
20:54:50,server_13,43.14
20:54:50,server_14,49.25
20:54:50,server_15,38.9
20:54:50,server_16,58.79
20:54:50,server_12,98.52
20:54:50,server_18,74.88
20:54:50,server_19,66.43
20:54:50,server_20,35.86
20:54:50,server_17,65.08
20:54:50,server_11,47.72
20:54:50,server_5,62.19
20:54:50,server_9,84.84
20:54:50,server_1,93.89
20:54:50,server_2,90.67
20:54:50,server_3,97.28
20:54:50,server_4,21.2
20:54:50,server_10,32.71
20:54:50,server_6,84.33
20:54:50,server_7,51.88
20:54:50,server_8,48.0
20:54:55,server_20,81.66
20:54:55,server_19,31.84
20:54:55,server_18,73.82
20:54:55,server_17,97.56
20:54:55,server_16,90.63
20:54:55,server_15,37.86
20:54:55,server_13,95.82
20:54:55,server_12,47.05
20:54:55,server_11,15.06
20:54:55,server_14,87.29
20:54:55,server_9,41.41
20:54:55,server_10,98.65
20:54:55,server_2,15.0
20:54:55,server_3,89.28
20:54:55,server_4,25.12
20:54:55,server_1,86.32
20:54:55,server_6,66.15
20:54:55,server_7,54.98
20:54:55,server_8,35.83
20:54:55,server_5,34.76
20:55:00,server_12,87.64
20:55:00,server_20,47.23
20:55:00,server_19,39.54
20:55:00,server_18,0.0
20:55:00,server_17,17.62
20:55:00,server_16,53.37
20:55:00,server_15,48.51
20:55:00,server_14,40.43
20:55:00,server_13,44.55
20:55:00,server_11,17.02
20:55:00,server_3,80.19
20:55:00,server_9,37.45
20:55:00,server_10,42.41
20:55:00,server_2,47.72
20:55:00,server_4,22.98
20:55:00,server_1,29.24
20:55:00,server_6,8.35
20:55:00,server_7,27.96
20:55:00,server_8,57.8
20:55:00,server_5,39.53
20:55:05,server_12,47.26
20:55:05,server_20,0.53
20:55:05,server_19,35.95
20:55:05,server_18,59.35
20:55:05,server_17,46.87
20:55:05,server_16,96.99
20:55:05,server_15,48.23
20:55:05,server_13,9.51
20:55:05,server_11,34.48
20:55:05,server_14,32.36
20:55:05,server_9,77.0
20:55:05,server_2,80.0
20:55:05,server_3,39.91
20:55:05,server_4,9.9
20:55:05,server_5,29.5
20:55:05,server_1,23.42
20:55:05,server_10,36.58
20:55:05,server_7,35.23
20:55:05,server_8,37.87
20:55:05,server_6,48.98
20:55:10,server_12,91.04
20:55:10,server_19,84.66
20:55:10,server_18,45.54
20:55:10,server_17,43.22
20:55:10,server_16,81.91
20:55:10,server_15,85.06
20:55:10,server_14,38.35
20:55:10,server_13,90.66
20:55:10,server_11,5.39
20:55:10,server_20,69.28
20:55:10,server_9,22.2
20:55:10,server_1,33.68
20:55:10,server_2,75.41
20:55:10,server_3,88.41
20:55:10,server_4,51.96
20:55:10,server_10,87.94
20:55:10,server_6,53.01
20:55:10,server_7,37.19
20:55:10,server_8,23.71
20:55:10,server_5,36.65
20:55:15,server_11,71.65
20:55:15,server_19,58.62
20:55:15,server_18,65.9
20:55:15,server_17,49.43
20:55:15,server_16,2.9
20:55:15,server_15,78.54
20:55:15,server_14,41.85
20:55:15,server_13,85.04
20:55:15,server_12,30.09
20:55:15,server_20,32.62
20:55:15,server_10,62.79
20:55:15,server_8,45.85
20:55:15,server_7,54.6
20:55:15,server_6,34.02
20:55:15,server_5,47.14
20:55:15,server_4,31.03
20:55:15,server_3,76.05
20:55:15,server_2,97.93
20:55:15,server_1,48.7
20:55:15,server_9,86.22
20:55:20,server_13,34.71
20:55:20,server_14,48.57
20:55:20,server_15,65.84
20:55:20,server_16,0.81
20:55:20,server_20,31.9
20:55:20,server_18,75.39
20:55:20,server_19,11.36
20:55:20,server_12,69.71
20:55:20,server_17,95.72
20:55:20,server_11,88.97
20:55:20,server_4,31.92
20:55:20,server_9,51.37
20:55:20,server_10,40.57
20:55:20,server_2,55.93
20:55:20,server_3,69.24
20:55:20,server_1,41.78
20:55:20,server_6,99.88
20:55:20,server_7,48.75
20:55:20,server_8,16.81
20:55:20,server_5,63.58
20:55:25,server_20,9.76
20:55:25,server_19,35.7
20:55:25,server_18,60.33
20:55:25,server_17,16.99
20:55:25,server_16,95.5
20:55:25,server_15,54.11
20:55:25,server_14,63.11
20:55:25,server_12,21.25
20:55:25,server_11,88.6
20:55:25,server_13,44.92
20:55:25,server_9,33.54
20:55:25,server_10,17.72
20:55:25,server_2,35.21
20:55:25,server_3,82.21
20:55:25,server_4,39.94
20:55:25,server_1,37.72
20:55:25,server_6,8.27
20:55:25,server_7,91.75
20:55:25,server_8,45.31
20:55:25,server_5,22.85
20:55:30,server_12,4.07
20:55:30,server_20,17.8
20:55:30,server_19,50.61
20:55:30,server_18,96.43
20:55:30,server_17,24.93
20:55:30,server_16,38.19
20:55:30,server_15,82.03
20:55:30,server_14,97.11
20:55:30,server_13,80.87
20:55:30,server_11,26.96
20:55:30,server_3,83.06
20:55:30,server_9,59.98
20:55:30,server_8,55.62
20:55:30,server_7,52.34
20:55:30,server_6,50.14
20:55:30,server_5,25.48
20:55:30,server_4,40.99
20:55:30,server_2,76.54
20:55:30,server_1,82.16
20:55:30,server_10,90.61
20:55:35,server_15,8.24
20:55:35,server_14,41.9
20:55:35,server_16,60.44
20:55:35,server_17,46.83
20:55:35,server_3,38.81
20:55:35,server_19,33.95
20:55:35,server_13,71.45
20:55:35,server_20,84.96
20:55:35,server_18,92.8
20:55:35,server_12,40.77
20:55:35,server_1,98.03
20:55:35,server_10,9.24
20:55:35,server_2,40.29
20:55:35,server_4,30.15
20:55:35,server_5,91.93
20:55:35,server_11,31.12
20:55:35,server_7,34.58
20:55:35,server_8,55.64
20:55:35,server_9,2.61
20:55:35,server_6,44.43
20:55:40,server_12,50.39
20:55:40,server_19,66.43
20:55:40,server_18,55.79
20:55:40,server_17,52.78
20:55:40,server_16,43.71
20:55:40,server_15,16.9
20:55:40,server_14,10.54
20:55:40,server_13,43.76
20:55:40,server_20,17.57
20:55:40,server_11,45.01
20:55:40,server_9,56.71
20:55:40,server_8,72.75
20:55:40,server_7,15.39
20:55:40,server_6,42.44
20:55:40,server_5,42.77
20:55:40,server_4,87.3
20:55:40,server_3,7.7
20:55:40,server_2,81.19
20:55:40,server_1,51.64
20:55:40,server_10,33.88
20:55:45,server_12,74.76
20:55:45,server_13,65.17
20:55:45,server_14,15.88
20:55:45,server_15,47.11
20:55:45,server_11,47.69
20:55:45,server_17,38.74
20:55:45,server_18,47.01
20:55:45,server_19,42.8
20:55:45,server_16,96.37
20:55:45,server_20,6.42
20:55:45,server_10,35.42
20:55:45,server_8,49.61
20:55:45,server_7,49.06
20:55:45,server_6,31.05
20:55:45,server_5,60.93
20:55:45,server_4,95.99
20:55:45,server_3,13.23
20:55:45,server_2,19.13
20:55:45,server_1,59.15
20:55:45,server_9,24.01
20:55:50,server_13,57.32
20:55:50,server_14,84.76
20:55:50,server_15,81.23
20:55:50,server_16,94.56
20:55:50,server_20,22.45
20:55:50,server_18,60.84
20:55:50,server_19,25.84
20:55:50,server_12,94.46
20:55:50,server_17,96.09
20:55:50,server_11,53.11
20:55:50,server_10,73.24
20:55:50,server_9,13.2
20:55:50,server_2,23.76
20:55:50,server_3,59.0
20:55:50,server_4,34.84
20:55:50,server_1,56.67
20:55:50,server_6,21.44
20:55:50,server_7,26.16
20:55:50,server_8,19.25
20:55:50,server_5,50.16
20:55:55,server_12,53.18
20:55:55,server_19,57.53
20:55:55,server_18,17.8
20:55:55,server_17,85.48
20:55:55,server_16,90.21
20:55:55,server_15,51.53
20:55:55,server_14,73.12
20:55:55,server_13,47.39
20:55:55,server_11,11.21
20:55:55,server_20,62.13
20:55:55,server_9,45.6
20:55:55,server_1,3.41
20:55:55,server_2,69.92
20:55:55,server_3,91.55
20:55:55,server_4,51.16
20:55:55,server_10,69.64
20:55:55,server_6,52.84
20:55:55,server_7,55.07
20:55:55,server_8,36.68
20:55:55,server_5,93.33
20:56:00,server_12,26.07
20:56:00,server_19,27.56
20:56:00,server_18,70.97
20:56:00,server_17,35.32
20:56:00,server_16,55.48
20:56:00,server_15,19.14
20:56:00,server_14,42.7
20:56:00,server_13,56.72
20:56:00,server_11,35.62
20:56:00,server_20,31.38
20:56:00,server_9,89.68
20:56:00,server_1,37.26
20:56:00,server_2,41.78
20:56:00,server_3,48.88
20:56:00,server_4,26.85
20:56:00,server_10,61.97
20:56:00,server_6,27.12
20:56:00,server_7,64.14
20:56:00,server_8,68.51
20:56:00,server_5,52.06
20:56:05,server_11,37.96
20:56:05,server_19,38.71
20:56:05,server_18,30.95
20:56:05,server_17,25.53
20:56:05,server_16,92.88
20:56:05,server_15,21.51
20:56:05,server_14,28.47
20:56:05,server_13,40.61
20:56:05,server_12,52.49
20:56:05,server_20,19.51
20:56:05,server_10,33.37
20:56:05,server_8,21.77
20:56:05,server_7,66.34
20:56:05,server_6,51.59
20:56:05,server_5,99.64
20:56:05,server_4,37.62
20:56:05,server_3,22.86
20:56:05,server_2,24.57
20:56:05,server_1,27.79
20:56:05,server_9,62.77
20:56:10,server_13,49.59
20:56:10,server_14,99.98
20:56:10,server_15,79.96
20:56:10,server_12,0.6
20:56:10,server_17,83.61
20:56:10,server_18,24.36
20:56:10,server_19,91.73
20:56:10,server_16,28.34
20:56:10,server_11,69.28
20:56:10,server_20,69.45
20:56:10,server_9,26.39
20:56:10,server_1,79.39
20:56:10,server_2,66.31
20:56:10,server_3,31.03
20:56:10,server_4,28.61
20:56:10,server_10,40.66
20:56:10,server_6,33.54
20:56:10,server_7,28.48
20:56:10,server_8,15.44
20:56:10,server_5,90.38
20:56:15,server_19,58.84
20:56:15,server_18,34.17
20:56:15,server_17,98.5
20:56:15,server_16,95.94
20:56:15,server_15,48.13
20:56:15,server_14,32.91
20:56:15,server_13,69.97
20:56:15,server_12,50.47
20:56:15,server_11,63.49
20:56:15,server_20,31.72
20:56:15,server_9,21.29
20:56:15,server_1,95.5
20:56:15,server_2,43.16
20:56:15,server_3,81.22
20:56:15,server_4,93.51
20:56:15,server_10,61.45
20:56:15,server_6,37.09
20:56:15,server_7,51.26
20:56:15,server_8,80.83
20:56:15,server_5,86.48
20:56:20,server_11,54.52
20:56:20,server_19,81.85
20:56:20,server_18,48.1
20:56:20,server_17,31.96
20:56:20,server_16,55.09
20:56:20,server_15,34.55
20:56:20,server_14,43.43
20:56:20,server_13,52.79
20:56:20,server_12,35.32
20:56:20,server_20,20.19
20:56:20,server_10,41.88
20:56:20,server_8,41.78
20:56:20,server_9,7.66
20:56:20,server_1,52.94
20:56:20,server_2,53.31
20:56:20,server_3,45.12
20:56:20,server_5,55.02
20:56:20,server_6,82.07
20:56:20,server_7,49.98
20:56:20,server_4,39.47
20:56:25,server_20,17.76
20:56:25,server_11,42.51
20:56:25,server_18,43.95
20:56:25,server_17,97.18
20:56:25,server_16,49.61
20:56:25,server_15,98.18
20:56:25,server_14,49.8
20:56:25,server_13,75.3
20:56:25,server_12,28.5
20:56:25,server_19,88.38
20:56:25,server_10,23.98
20:56:25,server_8,67.68
20:56:25,server_1,71.82
20:56:25,server_2,88.35
20:56:25,server_3,49.7
20:56:25,server_9,33.97
20:56:25,server_5,23.02
20:56:25,server_6,44.49
20:56:25,server_7,15.55
20:56:25,server_4,12.78
20:56:30,server_12,20.88
20:56:30,server_19,48.6
20:56:30,server_18,30.8
20:56:30,server_17,78.64
20:56:30,server_16,49.99
20:56:30,server_15,39.7
20:56:30,server_14,43.73
20:56:30,server_13,81.51
20:56:30,server_11,45.2
20:56:30,server_20,96.63
20:56:30,server_9,38.32
20:56:30,server_1,53.9
20:56:30,server_2,27.25
20:56:30,server_3,52.34
20:56:30,server_4,36.79
20:56:30,server_10,41.6
20:56:30,server_6,39.42
20:56:30,server_7,87.73
20:56:30,server_8,36.07
20:56:30,server_5,5.95
20:56:35,server_11,42.9
20:56:35,server_19,71.25
20:56:35,server_18,34.94
20:56:35,server_17,49.36
20:56:35,server_16,93.46
20:56:35,server_15,25.28
20:56:35,server_14,87.86
20:56:35,server_13,88.96
20:56:35,server_12,48.31
20:56:35,server_20,97.26
20:56:35,server_10,61.7
20:56:35,server_8,32.19
20:56:35,server_7,9.58
20:56:35,server_6,1.68
20:56:35,server_5,18.93
20:56:35,server_4,51.86
20:56:35,server_3,40.9
20:56:35,server_2,4.78
20:56:35,server_1,98.31
20:56:35,server_9,92.78
20:56:40,server_13,50.43
20:56:40,server_14,44.49
20:56:40,server_16,57.53
20:56:40,server_12,90.28
20:56:40,server_18,24.53
20:56:40,server_19,92.93
20:56:40,server_20,86.85
20:56:40,server_17,57.8
20:56:40,server_11,26.46
20:56:40,server_15,100.0
20:56:40,server_9,31.8
20:56:40,server_2,20.8
20:56:40,server_3,55.56
20:56:40,server_4,21.71
20:56:40,server_5,35.75
20:56:40,server_1,68.78
20:56:40,server_6,91.41
20:56:40,server_7,21.07
20:56:40,server_8,41.2
20:56:40,server_10,52.65
20:56:45,server_12,26.43
20:56:45,server_20,57.76
20:56:45,server_19,53.01
20:56:45,server_18,93.87
20:56:45,server_17,71.75
20:56:45,server_16,32.69
20:56:45,server_15,51.22
20:56:45,server_14,20.52
20:56:45,server_13,96.74
20:56:45,server_11,86.69
20:56:45,server_10,27.15
20:56:45,server_9,58.43
20:56:45,server_2,90.33
20:56:45,server_3,49.45
20:56:45,server_4,24.22
20:56:45,server_1,23.25
20:56:45,server_6,54.89
20:56:45,server_7,84.69
20:56:45,server_8,35.11
20:56:45,server_5,86.42
20:56:50,server_12,53.85
20:56:50,server_19,48.65
20:56:50,server_18,80.36
20:56:50,server_17,28.84
20:56:50,server_16,36.28
20:56:50,server_15,39.63
20:56:50,server_14,94.31
20:56:50,server_13,19.91
20:56:50,server_11,98.59
20:56:50,server_20,94.56
20:56:50,server_9,51.63
20:56:50,server_1,27.83
20:56:50,server_2,53.89
20:56:50,server_3,98.05
20:56:50,server_4,82.63
20:56:50,server_10,78.49
20:56:50,server_6,35.92
20:56:50,server_7,80.86
20:56:50,server_8,10.94
20:56:50,server_5,64.05
20:56:55,server_12,24.23
20:56:55,server_19,27.02
20:56:55,server_18,59.05
20:56:55,server_17,82.67
20:56:55,server_16,64.77
20:56:55,server_15,98.61
20:56:55,server_14,93.92
20:56:55,server_13,21.3
20:56:55,server_11,29.01
20:56:55,server_20,85.81
20:56:55,server_9,16.61
20:56:55,server_1,88.5
20:56:55,server_2,68.39
20:56:55,server_3,26.42
20:56:55,server_4,33.96
20:56:55,server_10,67.16
20:56:55,server_6,46.9
20:56:55,server_7,60.75
20:56:55,server_8,56.81
20:56:55,server_5,66.07
20:57:00,server_11,42.22
20:57:00,server_19,65.44
20:57:00,server_18,22.86
20:57:00,server_17,35.13
20:57:00,server_16,62.22
20:57:00,server_15,93.94
20:57:00,server_14,93.06
20:57:00,server_13,15.98
20:57:00,server_12,87.87
20:57:00,server_20,45.37
20:57:00,server_10,28.8
20:57:00,server_8,84.87
20:57:00,server_7,37.76
20:57:00,server_6,39.73
20:57:00,server_5,56.39
20:57:00,server_4,95.21
20:57:00,server_3,38.63
20:57:00,server_2,3.05
20:57:00,server_1,24.41
20:57:00,server_9,58.26
20:57:05,server_13,55.57
20:57:05,server_14,51.52
20:57:05,server_15,99.1
20:57:05,server_12,51.04
20:57:05,server_17,58.13
20:57:05,server_18,57.71
20:57:05,server_19,55.25
20:57:05,server_16,23.09
20:57:05,server_11,37.62
20:57:05,server_20,4.89
20:57:05,server_9,61.49
20:57:05,server_1,38.1
20:57:05,server_2,90.66
20:57:05,server_3,54.81
20:57:05,server_4,96.16
20:57:05,server_10,76.22
20:57:05,server_6,40.0
20:57:05,server_7,80.81
