ts,server_id,cpu_pct
20:54:45,server_6,96.74
20:54:45,server_5,93.5
20:54:45,server_4,92.06
20:54:45,server_3,90.82
20:54:45,server_2,25.83
20:54:45,server_1,24.12
20:54:45,server_10,60.92
20:54:50,server_13,39.07
20:54:50,server_14,48.87
20:54:50,server_15,43.42
20:54:50,server_16,78.9
20:54:50,server_12,98.13
20:54:50,server_18,56.12
20:54:50,server_19,55.81
20:54:50,server_20,49.75
20:54:50,server_17,49.02
20:54:50,server_11,62.1
20:54:50,server_5,53.71
20:54:50,server_9,98.91
20:54:50,server_1,6.54
20:54:50,server_2,94.78
20:54:50,server_3,13.03
20:54:50,server_4,27.14
20:54:50,server_10,28.15
20:54:50,server_6,87.71
20:54:50,server_7,39.65
20:54:50,server_8,53.15
20:54:55,server_20,23.91
20:54:55,server_19,31.22
20:54:55,server_18,68.99
20:54:55,server_17,89.81
20:54:55,server_16,5.74
20:54:55,server_15,49.15
20:54:55,server_13,18.13
20:54:55,server_12,47.95
20:54:55,server_11,26.78
20:54:55,server_14,89.16
20:54:55,server_9,29.05
20:54:55,server_10,87.68
20:54:55,server_2,97.04
20:54:55,server_3,7.14
20:54:55,server_4,87.63
20:54:55,server_1,25.32
20:54:55,server_6,64.79
20:54:55,server_7,42.54
20:54:55,server_8,57.84
20:54:55,server_5,26.64
20:55:00,server_12,69.77
20:55:00,server_20,25.64
20:55:00,server_19,37.43
20:55:00,server_18,81.52
20:55:00,server_17,24.59
20:55:00,server_16,68.84
20:55:00,server_15,41.05
20:55:00,server_14,47.29
20:55:00,server_13,23.05
20:55:00,server_11,82.68
20:55:00,server_3,93.06
20:55:00,server_9,29.87
20:55:00,server_10,22.94
20:55:00,server_2,53.67
20:55:00,server_4,41.85
20:55:00,server_1,25.45
20:55:00,server_6,90.33
20:55:00,server_7,40.59
20:55:00,server_8,44.34
20:55:00,server_5,54.71
20:55:05,server_12,37.95
20:55:05,server_20,84.25
20:55:05,server_19,40.03
20:55:05,server_18,46.42
20:55:05,server_17,61.12
20:55:05,server_16,87.65
20:55:05,server_15,57.88
20:55:05,server_13,93.82
20:55:05,server_11,63.86
20:55:05,server_14,64.92
20:55:05,server_9,69.39
20:55:05,server_2,63.94
20:55:05,server_3,41.45
20:55:05,server_4,80.63
20:55:05,server_5,85.85
20:55:05,server_1,24.43
20:55:05,server_10,27.75
20:55:05,server_7,33.29
20:55:05,server_8,44.45
20:55:05,server_6,79.08
20:55:10,server_12,5.13
20:55:10,server_19,62.43
20:55:10,server_18,55.68
20:55:10,server_17,48.11
20:55:10,server_16,16.75
20:55:10,server_15,2.12
20:55:10,server_14,23.61
20:55:10,server_13,68.57
20:55:10,server_11,95.33
20:55:10,server_20,55.64
20:55:10,server_9,84.26
20:55:10,server_1,53.75
20:55:10,server_2,69.51
20:55:10,server_3,87.04
20:55:10,server_4,53.26
20:55:10,server_10,7.2
20:55:10,server_6,35.37
20:55:10,server_7,40.07
20:55:10,server_8,23.96
20:55:10,server_5,29.48
20:55:15,server_11,59.77
20:55:15,server_19,46.37
20:55:15,server_18,68.91
20:55:15,server_17,48.01
20:55:15,server_16,94.15
20:55:15,server_15,66.98
20:55:15,server_14,56.92
20:55:15,server_13,11.97
20:55:15,server_12,26.65
20:55:15,server_20,27.35
20:55:15,server_10,65.38
20:55:15,server_8,27.47
20:55:15,server_7,51.74
20:55:15,server_6,29.44
20:55:15,server_5,46.47
20:55:15,server_4,58.43
20:55:15,server_3,64.19
20:55:15,server_2,88.19
20:55:15,server_1,53.85
20:55:15,server_9,4.18
20:55:20,server_13,43.76
20:55:20,server_14,35.45
20:55:20,server_15,60.68
20:55:20,server_16,93.05
20:55:20,server_20,22.69
20:55:20,server_18,55.89
20:55:20,server_19,86.85
20:55:20,server_12,49.71
20:55:20,server_17,92.87
20:55:20,server_11,97.26
20:55:20,server_4,62.44
20:55:20,server_9,54.74
20:55:20,server_10,27.49
20:55:20,server_2,69.08
20:55:20,server_3,49.36
20:55:20,server_1,43.34
20:55:20,server_6,5.36
20:55:20,server_7,59.31
20:55:20,server_8,99.31
20:55:20,server_5,63.25
20:55:25,server_20,86.79
20:55:25,server_19,33.66
20:55:25,server_18,35.24
20:55:25,server_17,94.89
20:55:25,server_16,99.05
20:55:25,server_15,48.7
20:55:25,server_14,44.19
20:55:25,server_12,95.85
20:55:25,server_11,94.28
20:55:25,server_13,61.95
20:55:25,server_9,52.51
20:55:25,server_10,90.89
20:55:25,server_2,75.31
20:55:25,server_3,27.5
20:55:25,server_4,28.15
20:55:25,server_1,30.04
20:55:25,server_6,99.58
20:55:25,server_7,93.46
20:55:25,server_8,34.14
20:55:25,server_5,98.31
20:55:30,server_12,82.47
20:55:30,server_20,87.49
20:55:30,server_19,36.59
20:55:30,server_18,28.14
20:55:30,server_17,37.64
20:55:30,server_16,36.81
20:55:30,server_15,93.61
20:55:30,server_14,15.46
20:55:30,server_13,17.2
20:55:30,server_11,95.17
20:55:30,server_3,5.81
20:55:30,server_9,69.31
20:55:30,server_8,57.57
20:55:30,server_7,48.66
20:55:30,server_6,56.73
20:55:30,server_5,98.57
20:55:30,server_4,46.36
20:55:30,server_2,66.44
20:55:30,server_1,2.48
20:55:30,server_10,91.97
20:55:35,server_15,21.92
20:55:35,server_14,72.99
20:55:35,server_16,46.71
20:55:35,server_17,54.38
20:55:35,server_3,39.14
20:55:35,server_19,61.41
20:55:35,server_13,52.12
20:55:35,server_20,65.85
20:55:35,server_18,96.33
20:55:35,server_12,33.07
20:55:35,server_1,98.27
20:55:35,server_10,80.52
20:55:35,server_2,41.25
20:55:35,server_4,43.21
20:55:35,server_5,11.12
20:55:35,server_11,49.5
20:55:35,server_7,69.06
20:55:35,server_8,56.74
20:55:35,server_9,99.95
20:55:35,server_6,40.82
20:55:40,server_12,24.88
20:55:40,server_19,63.21
20:55:40,server_18,46.26
20:55:40,server_17,35.55
20:55:40,server_16,58.48
20:55:40,server_15,39.8
20:55:40,server_14,88.29
20:55:40,server_13,43.96
20:55:40,server_20,91.91
20:55:40,server_11,61.4
20:55:40,server_9,67.0
20:55:40,server_8,68.35
20:55:40,server_7,21.24
20:55:40,server_6,36.19
20:55:40,server_5,73.39
20:55:40,server_4,29.57
20:55:40,server_3,93.07
20:55:40,server_2,21.01
20:55:40,server_1,63.43
20:55:40,server_10,24.13
20:55:45,server_12,60.2
20:55:45,server_13,67.81
20:55:45,server_14,24.67
20:55:45,server_15,69.85
20:55:45,server_11,42.76
20:55:45,server_17,27.7
20:55:45,server_18,38.39
20:55:45,server_19,34.04
20:55:45,server_16,9.58
20:55:45,server_20,80.32
20:55:45,server_10,26.67
20:55:45,server_8,43.26
20:55:45,server_7,54.85
20:55:45,server_6,27.23
20:55:45,server_5,67.17
20:55:45,server_4,98.13
20:55:45,server_3,85.72
20:55:45,server_2,27.64
20:55:45,server_1,52.45
20:55:45,server_9,30.19
20:55:50,server_13,52.63
20:55:50,server_14,15.36
20:55:50,server_15,90.73
20:55:50,server_16,89.08
20:55:50,server_20,38.66
20:55:50,server_18,51.65
20:55:50,server_19,24.46
20:55:50,server_12,9.43
20:55:50,server_17,24.31
20:55:50,server_11,36.36
20:55:50,server_10,65.02
20:55:50,server_9,93.38
20:55:50,server_2,32.82
20:55:50,server_3,53.17
20:55:50,server_4,53.76
20:55:50,server_1,52.61
20:55:50,server_6,47.81
20:55:50,server_7,81.34
20:55:50,server_8,28.32
20:55:50,server_5,28.08
20:55:55,server_12,78.4
20:55:55,server_19,50.7
20:55:55,server_18,94.75
20:55:55,server_17,7.96
20:55:55,server_16,29.8
20:55:55,server_15,49.58
20:55:55,server_14,45.86
20:55:55,server_13,55.67
20:55:55,server_11,91.97
20:55:55,server_20,50.11
20:55:55,server_9,42.42
20:55:55,server_1,92.7
20:55:55,server_2,57.7
20:55:55,server_3,92.38
20:55:55,server_4,44.8
20:55:55,server_10,64.7
20:55:55,server_6,55.8
20:55:55,server_7,58.79
20:55:55,server_8,62.14
20:55:55,server_5,28.06
20:56:00,server_12,21.1
20:56:00,server_19,39.55
20:56:00,server_18,64.44
20:56:00,server_17,79.91
20:56:00,server_16,45.75
20:56:00,server_15,96.42
20:56:00,server_14,44.83
20:56:00,server_13,44.63
20:56:00,server_11,30.11
20:56:00,server_20,24.25
20:56:00,server_9,23.85
20:56:00,server_1,49.22
20:56:00,server_2,21.9
20:56:00,server_3,41.25
20:56:00,server_4,29.04
20:56:00,server_10,62.27
20:56:00,server_6,30.98
20:56:00,server_7,53.69
20:56:00,server_8,63.21
20:56:00,server_5,51.28
20:56:05,server_11,30.18
20:56:05,server_19,49.79
20:56:05,server_18,27.63
20:56:05,server_17,87.66
20:56:05,server_16,85.3
20:56:05,server_15,25.34
20:56:05,server_14,49.88
20:56:05,server_13,46.91
20:56:05,server_12,44.41
20:56:05,server_20,25.55
20:56:05,server_10,28.77
20:56:05,server_8,47.26
20:56:05,server_7,54.28
20:56:05,server_6,39.84
20:56:05,server_5,88.01
20:56:05,server_4,38.68
20:56:05,server_3,29.17
20:56:05,server_2,96.24
20:56:05,server_1,41.29
20:56:05,server_9,65.06
20:56:10,server_13,40.54
20:56:10,server_14,17.7
20:56:10,server_15,61.64
20:56:10,server_12,85.58
20:56:10,server_17,59.29
20:56:10,server_18,28.85
20:56:10,server_19,29.3
20:56:10,server_16,36.71
20:56:10,server_11,42.08
20:56:10,server_20,55.72
20:56:10,server_9,29.54
20:56:10,server_1,42.99
20:56:10,server_2,50.09
20:56:10,server_3,68.61
20:56:10,server_4,93.5
20:56:10,server_10,77.29
20:56:10,server_6,26.94
20:56:10,server_7,25.36
20:56:10,server_8,20.37
20:56:10,server_5,18.93
20:56:15,server_19,59.37
20:56:15,server_18,36.39
20:56:15,server_17,87.17
20:56:15,server_16,8.44
20:56:15,server_15,42.47
20:56:15,server_14,28.31
20:56:15,server_13,44.71
20:56:15,server_12,57.39
20:56:15,server_11,62.95
20:56:15,server_20,24.13
20:56:15,server_9,85.75
20:56:15,server_1,86.51
20:56:15,server_2,36.15
20:56:15,server_3,90.27
20:56:15,server_4,21.4
20:56:15,server_10,57.38
20:56:15,server_6,76.6
20:56:15,server_7,55.67
20:56:15,server_8,9.46
20:56:15,server_5,21.4
20:56:20,server_11,72.22
20:56:20,server_19,11.11
20:56:20,server_18,38.43
20:56:20,server_17,66.24
20:56:20,server_16,60.22
20:56:20,server_15,29.83
20:56:20,server_14,61.68
20:56:20,server_13,44.78
20:56:20,server_12,28.92
20:56:20,server_20,31.77
20:56:20,server_10,61.05
20:56:20,server_8,73.31
20:56:20,server_9,91.04
20:56:20,server_1,68.46
20:56:20,server_2,48.33
20:56:20,server_3,45.99
20:56:20,server_5,61.88
20:56:20,server_6,94.81
20:56:20,server_7,52.81
20:56:20,server_4,50.87
20:56:25,server_20,95.01
20:56:25,server_11,27.6
20:56:25,server_18,50.11
20:56:25,server_17,92.33
20:56:25,server_16,45.38
20:56:25,server_15,91.96
20:56:25,server_14,40.73
20:56:25,server_13,59.59
20:56:25,server_12,80.2
20:56:25,server_19,91.97
20:56:25,server_10,81.11
20:56:25,server_8,63.55
20:56:25,server_1,68.05
20:56:25,server_2,27.37
20:56:25,server_3,51.77
20:56:25,server_9,64.99
20:56:25,server_5,88.62
20:56:25,server_6,46.44
20:56:25,server_7,88.42
20:56:25,server_4,27.35
20:56:30,server_12,92.55
20:56:30,server_19,47.16
20:56:30,server_18,25.37
20:56:30,server_17,69.17
20:56:30,server_16,34.18
20:56:30,server_15,57.0
20:56:30,server_14,39.02
20:56:30,server_13,100.0
20:56:30,server_11,31.69
20:56:30,server_20,28.8
20:56:30,server_9,40.45
20:56:30,server_1,55.96
20:56:30,server_2,83.39
20:56:30,server_3,60.54
20:56:30,server_4,62.38
20:56:30,server_10,32.12
20:56:30,server_6,26.53
20:56:30,server_7,93.4
20:56:30,server_8,35.7
20:56:30,server_5,94.82
20:56:35,server_11,41.58
20:56:35,server_19,52.22
20:56:35,server_18,24.03
20:56:35,server_17,62.57
20:56:35,server_16,14.92
20:56:35,server_15,43.97
20:56:35,server_14,89.47
20:56:35,server_13,94.91
20:56:35,server_12,72.74
20:56:35,server_20,98.88
20:56:35,server_10,68.61
20:56:35,server_8,29.2
20:56:35,server_7,85.69
20:56:35,server_6,87.68
20:56:35,server_5,28.32
20:56:35,server_4,58.03
20:56:35,server_3,30.29
20:56:35,server_2,93.84
20:56:35,server_1,89.98
20:56:35,server_9,25.62
20:56:40,server_13,70.49
20:56:40,server_14,51.64
20:56:40,server_16,47.79
20:56:40,server_12,93.45
20:56:40,server_18,39.72
20:56:40,server_19,6.03
20:56:40,server_20,0.62
20:56:40,server_17,38.05
20:56:40,server_11,27.6
20:56:40,server_15,67.16
20:56:40,server_9,36.26
20:56:40,server_2,43.23
20:56:40,server_3,51.64
20:56:40,server_4,29.92
20:56:40,server_5,22.68
20:56:40,server_1,47.5
20:56:40,server_6,92.47
20:56:40,server_7,82.63
20:56:40,server_8,46.94
20:56:40,server_10,41.48
20:56:45,server_12,81.73
20:56:45,server_20,65.82
20:56:45,server_19,49.79
20:56:45,server_18,27.06
20:56:45,server_17,63.15
20:56:45,server_16,29.62
20:56:45,server_15,68.82
20:56:45,server_14,25.93
20:56:45,server_13,27.03
20:56:45,server_11,5.44
20:56:45,server_10,89.93
20:56:45,server_9,61.75
20:56:45,server_2,24.13
20:56:45,server_3,71.01
20:56:45,server_4,80.86
20:56:45,server_1,33.0
20:56:45,server_6,69.95
20:56:45,server_7,67.68
20:56:45,server_8,40.99
20:56:45,server_5,91.18
20:56:50,server_12,44.23
20:56:50,server_19,57.13
20:56:50,server_18,90.96
20:56:50,server_17,35.8
20:56:50,server_16,36.63
20:56:50,server_15,57.05
20:56:50,server_14,96.51
20:56:50,server_13,36.89
20:56:50,server_11,93.8
20:56:50,server_20,12.21
20:56:50,server_9,58.03
20:56:50,server_1,29.53
20:56:50,server_2,51.33
20:56:50,server_3,3.9
20:56:50,server_4,88.41
20:56:50,server_10,66.8
20:56:50,server_6,75.1
20:56:50,server_7,95.34
20:56:50,server_8,20.9
20:56:50,server_5,66.15
20:56:55,server_12,87.74
20:56:55,server_19,89.02
20:56:55,server_18,52.01
20:56:55,server_17,64.75
20:56:55,server_16,64.6
20:56:55,server_15,10.54
20:56:55,server_14,25.15
20:56:55,server_13,22.97
20:56:55,server_11,24.43
20:56:55,server_20,13.95
20:56:55,server_9,21.01
20:56:55,server_1,22.66
20:56:55,server_2,67.99
20:56:55,server_3,56.24
20:56:55,server_4,21.24
20:56:55,server_10,60.2
20:56:55,server_6,53.2
20:56:55,server_7,44.52
20:56:55,server_8,69.73
20:56:55,server_5,59.17
20:57:00,server_11,59.63
20:57:00,server_19,62.95
20:57:00,server_18,91.78
20:57:00,server_17,28.46
20:57:00,server_16,61.43
20:57:00,server_15,93.58
20:57:00,server_14,11.13
20:57:00,server_13,81.31
20:57:00,server_12,28.94
20:57:00,server_20,42.34
20:57:00,server_10,31.19
20:57:00,server_8,26.19
20:57:00,server_7,47.56
20:57:00,server_6,22.47
20:57:00,server_5,63.36
20:57:00,server_4,26.37
20:57:00,server_3,37.04
20:57:00,server_2,94.57
20:57:00,server_1,35.86
20:57:00,server_9,45.18
20:57:05,server_13,58.79
20:57:05,server_14,38.68
20:57:05,server_15,21.67
20:57:05,server_12,74.6
20:57:05,server_17,51.24
20:57:05,server_18,49.77
20:57:05,server_19,40.12
20:57:05,server_16,30.59
20:57:05,server_11,35.36
20:57:05,server_20,97.95
20:57:05,server_9,60.17
20:57:05,server_1,38.33
20:57:05,server_2,93.58
20:57:05,server_3,25.63
20:57:05,server_4,88.96
20:57:05,server_10,68.05
20:57:05,server_6,42.21
20:57:05,server_7,85.91
