ts,server_id,disk_io
20:53:20,server_3,86.73
20:53:20,server_2,121.73
20:53:20,server_1,80.96
20:53:20,server_9,97.44
20:53:25,server_13,127.19
20:53:25,server_14,96.57
20:53:25,server_16,103.25
20:53:25,server_12,106.78
20:53:25,server_18,26.41
20:53:25,server_19,0.0
20:53:25,server_20,67.88
20:53:25,server_17,92.67
20:53:25,server_11,1383.09
20:53:25,server_15,80.41
20:53:25,server_9,88.32
20:53:25,server_1,61.43
20:53:25,server_2,9242.81
20:53:25,server_3,5774.71
20:53:25,server_4,1973.4
20:53:25,server_10,82.15
20:53:25,server_6,94.05
20:53:25,server_7,8793.79
20:53:25,server_8,8249.83
20:53:25,server_5,1121.21
20:53:30,server_20,24.97
20:53:30,server_19,44.96
20:53:30,server_18,1516.44
20:53:30,server_17,181.52
20:53:30,server_16,95.49
20:53:30,server_15,0.0
20:53:30,server_14,31.42
20:53:30,server_12,4.19
20:53:30,server_11,0.0
20:53:30,server_13,8137.79
20:53:30,server_9,27.53
20:53:30,server_8,4404.82
20:53:30,server_7,939.46
20:53:30,server_6,990.89
20:53:30,server_5,145.95
20:53:30,server_4,46.81
20:53:30,server_3,145.26
20:53:30,server_2,71.72
20:53:30,server_10,98.63
20:53:30,server_1,0.0
20:53:35,server_13,0.0
20:53:35,server_14,80.34
20:53:35,server_15,29.68
20:53:35,server_16,66.18
20:53:35,server_20,114.15
20:53:35,server_18,9290.95
20:53:35,server_19,31.96
20:53:35,server_12,88.98
20:53:35,server_17,46.13
20:53:35,server_11,13.97
20:53:35,server_3,813.89
20:53:35,server_9,74.16
20:53:35,server_8,26.65
20:53:35,server_7,6.57
20:53:35,server_6,70.47
20:53:35,server_5,0.0
20:53:35,server_4,22.77
20:53:35,server_2,41.25
20:53:35,server_1,99.85
20:53:35,server_10,101.31
20:53:40,server_12,0.0
20:53:40,server_13,24.69
20:53:40,server_14,72.76
20:53:40,server_15,1.41
20:53:40,server_19,178.39
20:53:40,server_17,95.94
20:53:40,server_18,25.18
20:53:40,server_11,0.0
20:53:40,server_16,6.56
20:53:40,server_20,55.58
20:53:40,server_10,4368.99
20:53:40,server_8,52.59
20:53:40,server_1,175.88
20:53:40,server_2,67.0
20:53:40,server_3,9815.95
20:53:40,server_9,66.74
20:53:40,server_5,6.01
20:53:40,server_6,142.01
20:53:40,server_7,56.89
20:53:40,server_4,64.07
20:53:45,server_13,8917.17
20:53:45,server_20,7355.86
20:53:45,server_19,146.59
20:53:45,server_18,50.98
20:53:45,server_17,0.0
20:53:45,server_16,48.7
20:53:45,server_15,58.52
20:53:45,server_14,69.25
20:53:45,server_12,64.2
20:53:45,server_11,1656.43
20:53:45,server_1,831.44
20:53:45,server_9,91.69
20:53:45,server_8,6.53
20:53:45,server_7,2.63
20:53:45,server_6,84.22
20:53:45,server_5,954.14
20:53:45,server_4,1030.94
20:53:45,server_3,7549.86
20:53:45,server_2,1248.56
20:53:45,server_10,9021.73
20:53:50,server_13,54.82
20:53:50,server_14,60.1
20:53:50,server_15,4199.91
20:53:50,server_16,82.6
20:53:50,server_12,119.79
20:53:50,server_18,66.15
20:53:50,server_19,1718.34
20:53:50,server_20,26.42
20:53:50,server_17,54.91
20:53:50,server_11,0.0
20:53:50,server_1,71.67
20:53:50,server_9,114.74
20:53:50,server_8,152.25
20:53:50,server_7,1164.03
20:53:50,server_6,95.2
20:53:50,server_5,503.78
20:53:50,server_4,52.63
20:53:50,server_3,7671.38
20:53:50,server_2,20.05
20:53:50,server_10,29.05
20:53:55,server_13,85.45
20:53:55,server_14,69.0
20:53:55,server_15,0.0
20:53:55,server_16,66.89
20:53:55,server_20,14.04
20:53:55,server_18,179.98
20:53:55,server_19,8790.95
20:53:55,server_12,4042.75
20:53:55,server_17,57.73
20:53:55,server_11,776.78
20:53:55,server_5,3165.14
20:53:55,server_9,5946.79
20:53:55,server_2,84.85
20:53:55,server_3,1107.35
20:53:55,server_4,500.24
20:53:55,server_1,116.21
20:53:55,server_6,0.0
20:53:55,server_7,10.94
20:53:55,server_8,46.46
20:53:55,server_10,11.62
20:54:00,server_12,74.27
20:54:00,server_19,58.22
20:54:00,server_18,102.14
20:54:00,server_17,830.15
20:54:00,server_16,3959.28
20:54:00,server_15,0.0
20:54:00,server_14,3222.49
20:54:00,server_13,58.96
20:54:00,server_11,117.61
20:54:00,server_20,61.09
20:54:00,server_9,87.69
20:54:00,server_1,43.54
20:54:00,server_2,61.37
20:54:00,server_3,9140.38
20:54:00,server_4,1024.63
20:54:00,server_10,0.0
20:54:00,server_6,9974.94
20:54:00,server_7,101.87
20:54:00,server_8,93.73
20:54:00,server_5,61.65
20:54:05,server_11,970.5
20:54:05,server_19,4345.8
20:54:05,server_18,3.57
20:54:05,server_17,36.67
20:54:05,server_16,16.69
20:54:05,server_15,8129.26
20:54:05,server_14,55.7
20:54:05,server_13,582.14
20:54:05,server_12,154.97
20:54:05,server_20,93.72
20:54:05,server_10,45.47
20:54:05,server_8,13.07
20:54:05,server_7,4151.99
20:54:05,server_6,39.36
20:54:05,server_5,46.35
20:54:05,server_4,767.91
20:54:05,server_3,58.92
20:54:05,server_2,83.81
20:54:05,server_1,7124.14
20:54:05,server_9,726.37
20:54:10,server_14,886.9
20:54:10,server_15,114.87
20:54:10,server_16,18.86
20:54:10,server_13,80.93
20:54:10,server_18,38.0
20:54:10,server_19,4.77
20:54:10,server_20,168.09
20:54:10,server_17,41.69
20:54:10,server_12,71.0
20:54:10,server_11,1685.8
20:54:10,server_1,102.52
20:54:10,server_9,0.0
20:54:10,server_8,75.87
20:54:10,server_7,4359.56
20:54:10,server_6,20.39
20:54:10,server_5,105.58
20:54:10,server_4,57.8
20:54:10,server_3,87.22
20:54:10,server_2,6031.6
20:54:10,server_10,3.14
20:54:15,server_13,183.48
20:54:15,server_14,80.42
20:54:15,server_15,61.22
20:54:15,server_20,29.4
20:54:15,server_18,1650.99
20:54:15,server_19,5206.18
20:54:15,server_12,8.15
20:54:15,server_16,127.11
20:54:15,server_11,1480.27
20:54:15,server_17,45.26
20:54:15,server_9,13.87
20:54:15,server_10,0.0
20:54:15,server_2,19.28
20:54:15,server_3,16.02
20:54:15,server_4,103.23
20:54:15,server_1,93.82
20:54:15,server_6,71.23
20:54:15,server_7,67.65
20:54:15,server_8,39.1
20:54:15,server_5,88.29
20:54:20,server_20,53.57
20:54:20,server_12,112.21
20:54:20,server_19,0.0
20:54:20,server_18,20.73
20:54:20,server_17,9709.66
20:54:20,server_16,7320.52
20:54:20,server_15,5275.92
20:54:20,server_14,73.18
20:54:20,server_13,66.7
20:54:20,server_11,64.43
20:54:20,server_7,137.43
20:54:20,server_9,0.0
20:54:20,server_8,107.43
20:54:20,server_6,0.0
20:54:20,server_5,159.41
20:54:20,server_4,137.27
20:54:20,server_3,48.91
20:54:20,server_2,51.28
20:54:20,server_1,53.96
20:54:20,server_10,75.9
20:54:25,server_15,8294.52
20:54:25,server_13,1136.39
20:54:25,server_14,46.46
20:54:25,server_16,0.0
20:54:25,server_12,106.78
20:54:25,server_18,1106.53
20:54:25,server_19,60.07
20:54:25,server_20,66.12
20:54:25,server_17,6321.35
20:54:25,server_11,6438.3
20:54:25,server_1,1509.72
20:54:25,server_9,0.0
20:54:25,server_2,53.55
20:54:25,server_3,31.96
20:54:25,server_4,9366.76
20:54:25,server_10,7290.75
20:54:25,server_6,13.01
20:54:25,server_7,5732.99
20:54:25,server_8,6802.0
20:54:25,server_5,42.37
20:54:30,server_13,178.38
20:54:30,server_20,115.95
20:54:30,server_19,88.26
20:54:30,server_18,22.52
20:54:30,server_17,2.7
20:54:30,server_16,90.39
20:54:30,server_15,76.77
20:54:30,server_14,10.76
20:54:30,server_12,0.0
20:54:30,server_11,1523.17
20:54:30,server_1,29.51
20:54:30,server_9,187.28
20:54:30,server_8,7774.75
20:54:30,server_7,169.34
20:54:30,server_6,52.0
20:54:30,server_5,104.65
20:54:30,server_4,111.19
20:54:30,server_3,154.97
20:54:30,server_2,56.82
20:54:30,server_10,75.83
20:54:35,server_13,101.86
20:54:35,server_14,140.28
20:54:35,server_15,62.49
20:54:35,server_16,29.71
20:54:35,server_12,938.54
20:54:35,server_18,130.09
20:54:35,server_19,99.98
20:54:35,server_20,29.63
20:54:35,server_17,31.09
20:54:35,server_11,87.25
20:54:35,server_1,74.87
20:54:35,server_9,1629.67
20:54:35,server_8,28.05
20:54:35,server_7,0.0
20:54:35,server_6,1425.71
20:54:35,server_5,9186.71
20:54:35,server_4,2.11
20:54:35,server_3,89.51
20:54:35,server_2,1476.44
20:54:35,server_10,1825.61
20:54:40,server_13,84.77
20:54:40,server_14,3019.28
20:54:40,server_15,59.65
20:54:40,server_16,52.11
20:54:40,server_20,119.28
20:54:40,server_18,72.99
20:54:40,server_19,117.25
20:54:40,server_12,88.17
20:54:40,server_17,7428.82
20:54:40,server_11,137.9
20:54:40,server_1,64.12
20:54:40,server_9,19.37
20:54:40,server_2,5207.86
20:54:40,server_3,0.0
20:54:40,server_4,12.35
20:54:40,server_10,55.39
20:54:40,server_6,17.45
20:54:40,server_7,139.59
20:54:40,server_8,32.69
20:54:40,server_5,74.43
20:54:45,server_12,117.91
20:54:45,server_19,83.3
20:54:45,server_18,8927.38
20:54:45,server_17,117.94
20:54:45,server_16,102.01
20:54:45,server_15,6353.34
20:54:45,server_14,79.58
20:54:45,server_13,87.44
20:54:45,server_20,779.9
20:54:45,server_11,102.03
20:54:45,server_9,118.59
20:54:45,server_8,104.05
20:54:45,server_7,84.68
20:54:45,server_6,16.84
20:54:45,server_5,72.19
20:54:45,server_4,145.42
20:54:45,server_3,16.43
20:54:45,server_2,60.21
20:54:45,server_1,5349.64
20:54:45,server_10,167.0
20:54:50,server_13,43.91
20:54:50,server_14,8194.87
20:54:50,server_15,90.2
20:54:50,server_16,159.05
20:54:50,server_12,140.67
20:54:50,server_18,0.0
20:54:50,server_19,94.88
20:54:50,server_20,72.51
20:54:50,server_17,841.8
20:54:50,server_11,61.78
20:54:50,server_5,78.47
20:54:50,server_9,156.58
20:54:50,server_1,74.07
20:54:50,server_2,115.59
20:54:50,server_3,0.0
20:54:50,server_4,8727.29
20:54:50,server_10,76.75
20:54:50,server_6,144.65
20:54:50,server_7,97.65
20:54:50,server_8,1229.31
20:54:55,server_20,0.0
20:54:55,server_19,53.7
20:54:55,server_18,93.86
20:54:55,server_17,54.79
20:54:55,server_16,96.66
20:54:55,server_15,33.77
20:54:55,server_13,5.22
20:54:55,server_12,4587.6
20:54:55,server_11,23.63
20:54:55,server_14,65.12
20:54:55,server_9,79.02
20:54:55,server_10,28.69
20:54:55,server_2,59.2
20:54:55,server_3,41.02
20:54:55,server_4,61.98
20:54:55,server_1,30.54
20:54:55,server_6,56.17
20:54:55,server_7,1125.45
20:54:55,server_8,151.94
20:54:55,server_5,8087.21
20:55:00,server_12,0.0
20:55:00,server_20,104.3
20:55:00,server_19,29.86
20:55:00,server_18,105.08
20:55:00,server_17,74.08
20:55:00,server_16,1335.09
20:55:00,server_15,1456.19
20:55:00,server_14,3020.16
20:55:00,server_13,0.0
20:55:00,server_11,30.64
20:55:00,server_3,0.0
20:55:00,server_9,7489.71
20:55:00,server_10,5153.2
20:55:00,server_2,39.7
20:55:00,server_4,8898.52
20:55:00,server_1,26.04
20:55:00,server_6,32.84
20:55:00,server_7,8694.85
20:55:00,server_8,61.11
20:55:00,server_5,173.38
20:55:05,server_12,5874.12
20:55:05,server_20,9.66
20:55:05,server_19,23.06
20:55:05,server_18,1256.7
20:55:05,server_17,1814.28
20:55:05,server_16,73.36
20:55:05,server_15,26.0
20:55:05,server_13,43.37
20:55:05,server_11,172.39
20:55:05,server_14,46.73
20:55:05,server_9,93.79
20:55:05,server_2,9.71
20:55:05,server_3,0.0
20:55:05,server_4,88.79
20:55:05,server_5,70.59
20:55:05,server_1,0.0
20:55:05,server_10,3006.3
20:55:05,server_7,107.6
20:55:05,server_8,165.95
20:55:05,server_6,66.68
20:55:10,server_12,0.0
20:55:10,server_19,57.27
20:55:10,server_18,87.97
20:55:10,server_17,70.36
20:55:10,server_16,0.0
20:55:10,server_15,63.06
20:55:10,server_14,26.46
20:55:10,server_13,122.18
20:55:10,server_11,53.6
20:55:10,server_20,152.67
20:55:10,server_9,22.42
20:55:10,server_1,131.33
20:55:10,server_2,51.4
20:55:10,server_3,94.47
20:55:10,server_4,76.7
20:55:10,server_10,96.17
20:55:10,server_6,0.0
20:55:10,server_7,0.0
20:55:10,server_8,4.95
20:55:10,server_5,63.23
20:55:15,server_11,55.49
20:55:15,server_19,60.16
20:55:15,server_18,56.9
20:55:15,server_17,1449.29
20:55:15,server_16,0.0
20:55:15,server_15,36.26
20:55:15,server_14,198.89
20:55:15,server_13,0.0
20:55:15,server_12,3419.83
20:55:15,server_20,6807.19
20:55:15,server_10,32.53
20:55:15,server_8,0.0
20:55:15,server_7,925.08
20:55:15,server_6,0.0
20:55:15,server_5,729.77
20:55:15,server_4,148.75
20:55:15,server_3,38.34
20:55:15,server_2,51.56
20:55:15,server_1,1027.23
20:55:15,server_9,50.27
20:55:20,server_13,92.24
20:55:20,server_14,74.5
20:55:20,server_15,52.9
20:55:20,server_16,51.67
20:55:20,server_20,0.0
20:55:20,server_18,160.34
20:55:20,server_19,154.55
20:55:20,server_12,0.0
20:55:20,server_17,120.62
20:55:20,server_11,105.47
20:55:20,server_4,101.71
20:55:20,server_9,24.79
20:55:20,server_10,166.43
20:55:20,server_2,1030.59
20:55:20,server_3,0.0
20:55:20,server_1,64.0
20:55:20,server_6,89.4
20:55:20,server_7,129.52
20:55:20,server_8,109.84
20:55:20,server_5,93.38
20:55:25,server_20,52.56
20:55:25,server_19,68.02
20:55:25,server_18,0.0
20:55:25,server_17,12.52
20:55:25,server_16,53.46
20:55:25,server_15,0.0
20:55:25,server_14,1114.22
20:55:25,server_12,0.0
20:55:25,server_11,41.8
20:55:25,server_13,9.0
20:55:25,server_9,177.76
20:55:25,server_10,35.86
20:55:25,server_2,77.95
20:55:25,server_3,57.75
20:55:25,server_4,89.29
20:55:25,server_1,1.82
20:55:25,server_6,78.02
20:55:25,server_7,37.01
20:55:25,server_8,6850.14
20:55:25,server_5,35.74
20:55:30,server_12,0.0
20:55:30,server_20,109.94
20:55:30,server_19,102.83
20:55:30,server_18,0.0
20:55:30,server_17,63.85
20:55:30,server_16,7177.98
20:55:30,server_15,142.0
20:55:30,server_14,35.36
20:55:30,server_13,0.81
20:55:30,server_11,27.98
20:55:30,server_3,0.0
20:55:30,server_9,743.21
20:55:30,server_8,18.16
20:55:30,server_7,85.51
20:55:30,server_6,2.75
20:55:30,server_5,7.6
20:55:30,server_4,1723.27
20:55:30,server_2,38.86
20:55:30,server_1,0.0
20:55:30,server_10,31.15
20:55:35,server_15,62.57
20:55:35,server_14,67.3
20:55:35,server_16,1613.82
20:55:35,server_17,104.65
20:55:35,server_3,31.52
20:55:35,server_19,51.67
20:55:35,server_13,64.38
20:55:35,server_20,44.43
20:55:35,server_18,89.49
20:55:35,server_12,133.8
20:55:35,server_1,61.8
20:55:35,server_10,0.0
20:55:35,server_2,1871.4
20:55:35,server_4,77.72
20:55:35,server_5,0.0
20:55:35,server_11,8519.7
20:55:35,server_7,94.67
20:55:35,server_8,90.91
20:55:35,server_9,91.96
20:55:35,server_6,6418.36
20:55:40,server_12,33.45
20:55:40,server_19,136.88
20:55:40,server_18,0.0
20:55:40,server_17,0.0
20:55:40,server_16,1007.48
20:55:40,server_15,42.26
20:55:40,server_14,48.38
20:55:40,server_13,6818.85
20:55:40,server_20,61.89
20:55:40,server_11,97.89
20:55:40,server_9,59.69
20:55:40,server_8,30.03
20:55:40,server_7,0.0
20:55:40,server_6,9787.45
20:55:40,server_5,191.8
20:55:40,server_4,8.87
20:55:40,server_3,80.75
20:55:40,server_2,41.53
20:55:40,server_1,66.32
20:55:40,server_10,49.46
20:55:45,server_12,119.88
20:55:45,server_13,1574.66
20:55:45,server_14,35.39
20:55:45,server_15,1787.24
20:55:45,server_11,157.84
20:55:45,server_17,67.68
20:55:45,server_18,16.95
20:55:45,server_19,32.16
20:55:45,server_16,81.43
20:55:45,server_20,73.52
20:55:45,server_10,3234.77
20:55:45,server_8,7350.83
20:55:45,server_7,1399.47
20:55:45,server_6,83.7
20:55:45,server_5,1523.18
20:55:45,server_4,99.16
20:55:45,server_3,10.42
20:55:45,server_2,56.71
20:55:45,server_1,944.67
20:55:45,server_9,113.88
20:55:50,server_13,1801.18
20:55:50,server_14,10.5
20:55:50,server_15,147.55
20:55:50,server_16,59.94
20:55:50,server_20,4995.19
20:55:50,server_18,147.9
20:55:50,server_19,4037.5
20:55:50,server_12,0.0
20:55:50,server_17,49.66
20:55:50,server_11,63.73
20:55:50,server_10,109.99
20:55:50,server_9,95.59
20:55:50,server_2,3893.98
20:55:50,server_3,681.85
20:55:50,server_4,77.37
20:55:50,server_1,58.09
20:55:50,server_6,6006.84
20:55:50,server_7,16.37
20:55:50,server_8,6.67
20:55:50,server_5,92.34
20:55:55,server_12,3.28
20:55:55,server_19,80.4
20:55:55,server_18,0.0
20:55:55,server_17,14.42
20:55:55,server_16,1.27
20:55:55,server_15,176.21
20:55:55,server_14,138.71
20:55:55,server_13,157.95
20:55:55,server_11,90.74
20:55:55,server_20,1297.9
20:55:55,server_9,120.95
20:55:55,server_1,69.45
20:55:55,server_2,111.82
20:55:55,server_3,157.85
20:55:55,server_4,13.2
20:55:55,server_10,54.88
20:55:55,server_6,113.97
20:55:55,server_7,123.13
20:55:55,server_8,72.31
20:55:55,server_5,136.91
20:56:00,server_12,9650.81
20:56:00,server_19,0.0
20:56:00,server_18,110.74
20:56:00,server_17,151.27
20:56:00,server_16,1494.76
20:56:00,server_15,45.49
20:56:00,server_14,5988.67
20:56:00,server_13,35.17
20:56:00,server_11,0.0
20:56:00,server_20,4189.93
20:56:00,server_9,118.29
20:56:00,server_1,6156.49
20:56:00,server_2,84.46
20:56:00,server_3,7284.48
20:56:00,server_4,72.93
20:56:00,server_10,136.28
20:56:00,server_6,3166.93
20:56:00,server_7,42.58
20:56:00,server_8,1430.27
20:56:00,server_5,38.82
20:56:05,server_11,3.87
20:56:05,server_19,61.14
20:56:05,server_18,0.0
20:56:05,server_17,73.41
20:56:05,server_16,162.03
20:56:05,server_15,44.89
20:56:05,server_14,7604.55
20:56:05,server_13,1005.62
20:56:05,server_12,53.28
20:56:05,server_20,54.77
20:56:05,server_10,7.49
20:56:05,server_8,9153.5
20:56:05,server_7,1381.77
20:56:05,server_6,98.25
20:56:05,server_5,115.2
20:56:05,server_4,61.21
20:56:05,server_3,11.29
20:56:05,server_2,143.11
20:56:05,server_1,5009.51
20:56:05,server_9,185.64
20:56:10,server_13,58.72
20:56:10,server_14,66.38
20:56:10,server_15,145.9
20:56:10,server_12,0.0
20:56:10,server_17,64.23
20:56:10,server_18,0.0
20:56:10,server_19,28.8
20:56:10,server_16,5.31
20:56:10,server_11,1224.82
20:56:10,server_20,872.49
20:56:10,server_9,7088.82
20:56:10,server_1,46.59
20:56:10,server_2,0.0
20:56:10,server_3,126.23
20:56:10,server_4,24.68
20:56:10,server_10,120.45
20:56:10,server_6,36.65
20:56:10,server_7,0.0
20:56:10,server_8,36.13
20:56:10,server_5,0.0
20:56:15,server_19,118.8
20:56:15,server_18,7848.89
20:56:15,server_17,93.23
20:56:15,server_16,0.0
20:56:15,server_15,8848.18
20:56:15,server_14,135.48
20:56:15,server_13,46.3
20:56:15,server_12,72.39
20:56:15,server_11,61.67
20:56:15,server_20,0.0
20:56:15,server_9,20.34
20:56:15,server_1,116.05
20:56:15,server_2,62.9
20:56:15,server_3,1.37
20:56:15,server_4,95.26
20:56:15,server_10,12.13
20:56:15,server_6,51.2
20:56:15,server_7,8.6
20:56:15,server_8,55.2
20:56:15,server_5,40.19
20:56:20,server_11,182.93
20:56:20,server_19,33.48
20:56:20,server_18,19.85
20:56:20,server_17,196.33
20:56:20,server_16,56.39
20:56:20,server_15,3281.28
20:56:20,server_14,4.67
20:56:20,server_13,6.7
20:56:20,server_12,9761.01
20:56:20,server_20,0.0
20:56:20,server_10,784.14
20:56:20,server_8,117.6
20:56:20,server_9,87.09
20:56:20,server_1,82.0
20:56:20,server_2,108.94
20:56:20,server_3,1947.39
20:56:20,server_5,16.97
20:56:20,server_6,137.0
20:56:20,server_7,1483.46
20:56:20,server_4,0.0
20:56:25,server_20,86.69
20:56:25,server_11,10.16
20:56:25,server_18,121.36
20:56:25,server_17,137.05
20:56:25,server_16,71.74
20:56:25,server_15,96.47
20:56:25,server_14,51.83
20:56:25,server_13,65.38
20:56:25,server_12,0.0
20:56:25,server_19,112.44
20:56:25,server_10,147.02
20:56:25,server_8,20.14
20:56:25,server_1,67.99
20:56:25,server_2,33.27
20:56:25,server_3,28.58
20:56:25,server_9,91.91
20:56:25,server_5,57.35
20:56:25,server_6,5834.63
20:56:25,server_7,177.61
20:56:25,server_4,89.34
20:56:30,server_12,68.27
20:56:30,server_19,8644.16
20:56:30,server_18,35.6
20:56:30,server_17,56.08
20:56:30,server_16,0.0
20:56:30,server_15,31.88
20:56:30,server_14,0.0
20:56:30,server_13,93.76
20:56:30,server_11,6057.44
20:56:30,server_20,50.16
20:56:30,server_9,72.84
20:56:30,server_1,531.67
20:56:30,server_2,75.09
20:56:30,server_3,20.19
20:56:30,server_4,74.99
20:56:30,server_10,5517.65
20:56:30,server_6,71.96
20:56:30,server_7,99.17
20:56:30,server_8,178.09
20:56:30,server_5,100.7
20:56:35,server_11,119.56
20:56:35,server_19,107.85
20:56:35,server_18,33.17
20:56:35,server_17,1601.48
20:56:35,server_16,107.14
20:56:35,server_15,8874.87
20:56:35,server_14,139.81
20:56:35,server_13,41.95
20:56:35,server_12,145.25
20:56:35,server_20,94.25
20:56:35,server_10,52.75
20:56:35,server_8,68.25
20:56:35,server_7,71.66
20:56:35,server_6,68.24
20:56:35,server_5,58.03
20:56:35,server_4,147.68
20:56:35,server_3,9344.82
20:56:35,server_2,0.0
20:56:35,server_1,133.12
20:56:35,server_9,87.32
20:56:40,server_13,155.16
20:56:40,server_14,918.65
20:56:40,server_16,110.45
20:56:40,server_12,121.81
20:56:40,server_18,7942.1
20:56:40,server_19,46.13
20:56:40,server_20,0.0
20:56:40,server_17,66.05
20:56:40,server_11,25.55
20:56:40,server_15,116.12
20:56:40,server_9,7511.54
20:56:40,server_2,6344.86
20:56:40,server_3,862.92
20:56:40,server_4,50.24
20:56:40,server_5,0.0
20:56:40,server_1,2.49
20:56:40,server_6,174.85
20:56:40,server_7,35.64
20:56:40,server_8,5256.4
20:56:40,server_10,96.26
20:56:45,server_12,74.15
20:56:45,server_20,1590.14
20:56:45,server_19,120.84
20:56:45,server_18,63.2
20:56:45,server_17,0.0
20:56:45,server_16,33.26
20:56:45,server_15,1698.71
20:56:45,server_14,0.0
20:56:45,server_13,26.24
20:56:45,server_11,92.87
20:56:45,server_10,66.33
20:56:45,server_9,14.21
20:56:45,server_2,28.51
20:56:45,server_3,22.49
20:56:45,server_4,2.17
20:56:45,server_1,0.0
20:56:45,server_6,1422.17
20:56:45,server_7,117.28
20:56:45,server_8,6270.73
20:56:45,server_5,90.51
20:56:50,server_12,0.0
20:56:50,server_19,26.92
20:56:50,server_18,79.7
20:56:50,server_17,0.0
20:56:50,server_16,42.66
20:56:50,server_15,33.97
20:56:50,server_14,95.1
20:56:50,server_13,79.99
20:56:50,server_11,107.82
20:56:50,server_20,0.0
20:56:50,server_9,34.45
20:56:50,server_1,68.07
20:56:50,server_2,970.35
20:56:50,server_3,0.0
20:56:50,server_4,101.04
20:56:50,server_10,141.09
20:56:50,server_6,101.01
20:56:50,server_7,100.95
20:56:50,server_8,8.7
20:56:50,server_5,1690.45
20:56:55,server_12,0.0
20:56:55,server_19,39.24
20:56:55,server_18,1325.81
20:56:55,server_17,124.74
20:56:55,server_16,135.82
20:56:55,server_15,16.56
20:56:55,server_14,25.49
20:56:55,server_13,10.16
20:56:55,server_11,9803.31
20:56:55,server_20,105.54
20:56:55,server_9,21.45
20:56:55,server_1,50.33
20:56:55,server_2,125.73
20:56:55,server_3,24.69
20:56:55,server_4,7403.7
20:56:55,server_10,919.79
20:56:55,server_6,78.32
20:56:55,server_7,1627.19
20:56:55,server_8,0.0
20:56:55,server_5,56.59
20:57:00,server_11,114.91
20:57:00,server_19,1833.43
20:57:00,server_18,61.55
20:57:00,server_17,9280.69
20:57:00,server_16,62.97
20:57:00,server_15,79.89
20:57:00,server_14,59.52
20:57:00,server_13,34.49
20:57:00,server_12,0.0
20:57:00,server_20,22.17
20:57:00,server_10,9006.38
20:57:00,server_8,0.0
20:57:00,server_7,36.98
20:57:00,server_6,4525.07
20:57:00,server_5,1080.34
20:57:00,server_4,0.0
20:57:00,server_3,61.97
20:57:00,server_2,67.03
20:57:00,server_1,6263.02
20:57:00,server_9,1856.73
20:57:05,server_13,40.3
20:57:05,server_14,22.36
20:57:05,server_15,27.85
20:57:05,server_12,146.58
20:57:05,server_17,1965.3
