ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:30,server_2,57.12,57.12,604.19,595.36,71.72
20:53:30,server_10,83.94,7.34,847.65,1084.08,98.63
20:53:30,server_1,17.61,99.61,166.66,143.84,0.0
20:53:35,server_13,98.85,83.12,975.61,1449.68,0.0
20:53:35,server_14,85.34,87.18,828.41,836.78,80.34
20:53:35,server_15,20.78,26.13,231.8,220.66,29.68
20:53:35,server_16,93.0,80.98,927.44,687.51,66.18
20:53:35,server_20,49.27,58.02,500.39,677.82,114.15
20:53:35,server_18,38.87,47.71,156.13,86.2,9290.95
20:53:35,server_19,93.46,3.0,979.67,727.91,31.96
20:53:35,server_12,3.18,81.79,0.0,0.0,88.98
20:53:35,server_17,35.15,33.67,336.99,196.22,46.13
20:53:35,server_11,19.11,90.69,171.81,125.27,13.97
20:53:35,server_3,61.63,62.47,1528.4,1390.17,813.89
20:53:35,server_9,37.32,49.06,325.81,187.16,74.16
20:53:35,server_8,99.29,5.94,996.7,860.98,26.65
20:53:35,server_7,69.18,92.53,736.03,935.13,6.57
20:53:35,server_6,45.15,51.32,482.68,652.52,70.47
20:53:35,server_5,27.06,36.35,308.27,194.26,0.0
20:53:35,server_4,49.12,56.46,459.88,355.52,22.77
20:53:35,server_2,35.11,40.64,337.82,315.81,41.25
20:53:35,server_1,73.86,55.77,19534.28,17818.64,99.85
20:53:35,server_10,54.09,55.96,550.17,458.61,101.31
20:53:40,server_12,41.35,44.92,444.31,428.67,0.0
20:53:40,server_13,23.29,17.81,334.78,360.86,24.69
20:53:40,server_14,57.35,42.02,14513.05,12171.83,72.76
20:53:40,server_15,3.19,95.57,94.57,88.96,1.41
20:53:40,server_19,56.77,58.29,15276.37,14143.03,178.39
20:53:40,server_17,36.29,39.8,394.85,366.86,95.94
20:53:40,server_18,74.97,48.32,17131.59,14215.04,25.18
20:53:40,server_11,57.79,33.06,664.17,479.77,0.0
20:53:40,server_16,32.12,21.78,318.13,358.26,6.56
20:53:40,server_20,23.01,34.87,140.71,110.52,55.58
20:53:40,server_10,34.77,28.83,32.31,23.28,4368.99
20:53:40,server_8,86.88,97.3,801.13,551.78,52.59
20:53:40,server_1,92.0,92.37,927.85,557.97,175.88
20:53:40,server_2,27.39,47.92,301.47,364.11,67.0
20:53:40,server_3,32.63,22.35,12.98,7.35,9815.95
20:53:40,server_9,34.37,37.31,345.27,212.41,66.74
20:53:40,server_5,99.73,19.7,951.55,1333.31,6.01
20:53:40,server_6,60.13,47.27,15699.47,16475.03,142.01
20:53:40,server_7,44.35,64.94,422.85,280.63,56.89
20:53:40,server_4,95.36,83.79,920.49,1247.47,64.07
20:53:45,server_13,42.13,24.72,11.69,15.29,8917.17
20:53:45,server_20,26.66,37.63,191.32,275.62,7355.86
20:53:45,server_19,86.99,96.79,825.13,778.06,146.59
20:53:45,server_18,21.15,83.2,164.03,229.45,50.98
20:53:45,server_17,91.27,15.59,892.19,937.05,0.0
20:53:45,server_16,36.57,39.3,274.06,383.49,48.7
20:53:45,server_15,63.32,68.08,621.36,660.42,58.52
20:53:45,server_14,28.92,33.47,337.05,434.04,69.25
20:53:45,server_12,26.06,29.97,203.87,114.55,64.2
20:53:45,server_11,44.2,50.53,2211.79,2190.48,1656.43
20:53:45,server_1,61.58,54.29,3346.79,3201.19,831.44
20:53:45,server_9,86.59,29.68,876.79,1154.51,91.69
20:53:45,server_8,50.19,35.28,488.6,435.49,6.53
20:53:45,server_7,92.19,82.15,888.23,1250.4,2.63
20:53:45,server_6,38.32,54.49,404.16,385.11,84.22
20:53:45,server_5,67.97,69.84,4685.76,4767.53,954.14
20:53:45,server_4,50.81,69.6,3972.98,4209.08,1030.94
20:53:45,server_3,31.28,41.98,37.63,47.64,7549.86
20:53:45,server_2,45.65,54.12,3470.41,3272.15,1248.56
20:53:45,server_10,33.93,20.26,179.63,205.93,9021.73
20:53:50,server_13,48.27,61.06,521.5,554.86,54.82
20:53:50,server_14,22.48,90.39,251.98,327.45,60.1
20:53:50,server_15,35.66,39.35,4.54,4.76,4199.91
20:53:50,server_16,54.1,54.19,470.32,426.75,82.6
20:53:50,server_12,10.67,98.48,59.15,56.85,119.79
20:53:50,server_18,37.75,46.46,410.85,574.85,66.15
20:53:50,server_19,55.71,62.0,4506.59,4080.5,1718.34
20:53:50,server_20,97.48,89.21,975.15,1101.73,26.42
20:53:50,server_17,88.94,80.63,907.94,528.64,54.91
20:53:50,server_11,32.93,49.46,293.51,358.42,0.0
20:53:50,server_1,92.71,85.0,974.1,530.17,71.67
20:53:50,server_9,60.59,73.81,587.13,614.97,114.74
20:53:50,server_8,98.47,98.92,1045.09,1077.05,152.25
20:53:50,server_7,44.02,69.93,2833.85,2697.14,1164.03
20:53:50,server_6,54.16,65.34,490.27,529.27,95.2
20:53:50,server_5,69.85,43.37,3172.22,2818.49,503.78
20:53:50,server_4,52.73,54.34,520.09,663.95,52.63
20:53:50,server_3,47.84,33.01,75.0,90.75,7671.38
20:53:50,server_2,55.62,36.73,19986.17,18994.12,20.05
20:53:50,server_10,34.45,41.91,372.5,306.39,29.05
20:53:55,server_13,38.18,35.25,478.38,589.63,85.45
20:53:55,server_14,22.66,43.87,208.81,122.96,69.0
20:53:55,server_15,89.99,29.04,834.13,864.49,0.0
20:53:55,server_16,10.12,84.3,153.17,137.71,66.89
20:53:55,server_20,91.3,27.31,728.92,518.55,14.04
20:53:55,server_18,24.94,81.19,261.49,187.88,179.98
20:53:55,server_19,40.5,21.56,166.0,164.67,8790.95
20:53:55,server_12,44.18,24.64,195.03,114.11,4042.75
20:53:55,server_17,67.87,41.48,16573.34,18962.68,57.73
20:53:55,server_11,40.37,46.76,3814.87,3807.99,776.78
20:53:55,server_5,28.26,41.78,45.84,40.3,3165.14
20:53:55,server_9,46.81,37.47,29.94,42.41,5946.79
20:53:55,server_2,21.14,11.1,219.98,296.42,84.85
20:53:55,server_3,60.34,60.39,2614.0,2874.14,1107.35
20:53:55,server_4,67.42,56.49,2091.84,1751.64,500.24
20:53:55,server_1,86.51,86.99,825.35,631.92,116.21
20:53:55,server_6,98.16,27.0,1002.02,591.57,0.0
20:53:55,server_7,22.88,91.95,265.65,267.2,10.94
20:53:55,server_8,61.01,44.61,633.37,840.59,46.46
20:53:55,server_10,66.77,53.99,13118.71,11581.97,11.62
20:54:00,server_12,86.04,95.63,838.86,989.82,74.27
20:54:00,server_19,67.97,84.39,695.61,392.63,58.22
20:54:00,server_18,62.92,34.07,6890.01,6705.3,102.14
20:54:00,server_17,41.73,43.68,4760.99,4375.22,830.15
20:54:00,server_16,44.76,38.46,182.5,217.21,3959.28
20:54:00,server_15,36.9,17.42,433.52,283.66,0.0
20:54:00,server_14,47.92,44.68,128.01,122.64,3222.49
20:54:00,server_13,28.1,86.06,259.32,139.41,58.96
20:54:00,server_11,94.98,92.32,879.08,773.53,117.61
20:54:00,server_20,47.11,62.13,452.18,485.48,61.09
20:54:00,server_9,56.36,48.92,636.79,689.04,87.69
20:54:00,server_1,62.84,76.53,676.4,447.51,43.54
20:54:00,server_2,93.15,15.06,888.98,1121.67,61.37
20:54:00,server_3,29.51,35.42,32.48,46.7,9140.38
20:54:00,server_4,68.26,59.12,4224.65,4853.22,1024.63
20:54:00,server_10,32.05,35.0,324.04,436.95,0.0
20:54:00,server_6,37.61,46.47,84.95,127.17,9974.94
20:54:00,server_7,78.91,35.76,9426.7,9789.89,101.87
20:54:00,server_8,40.26,32.58,458.78,508.89,93.73
20:54:00,server_5,91.2,28.73,891.22,768.23,61.65
20:54:05,server_11,64.93,68.21,4674.85,4894.8,970.5
20:54:05,server_19,29.46,42.49,188.65,215.82,4345.8
20:54:05,server_18,14.22,85.36,154.49,154.29,3.57
20:54:05,server_17,64.86,84.64,641.69,720.59,36.67
20:54:05,server_16,28.52,44.93,298.07,213.66,16.69
20:54:05,server_15,23.43,28.25,29.68,17.31,8129.26
20:54:05,server_14,38.84,42.32,351.45,261.11,55.7
20:54:05,server_13,47.39,63.0,1045.83,985.87,582.14
20:54:05,server_12,85.03,93.86,864.46,457.64,154.97
20:54:05,server_20,47.71,59.1,543.19,749.86,93.72
20:54:05,server_10,85.36,1.59,957.77,1246.38,45.47
20:54:05,server_8,29.46,49.94,320.47,314.08,13.07
20:54:05,server_7,45.18,27.34,199.13,100.44,4151.99
20:54:05,server_6,16.27,81.92,201.36,130.55,39.36
20:54:05,server_5,68.33,75.28,619.3,479.34,46.35
20:54:05,server_4,56.37,66.47,4569.13,3686.53,767.91
20:54:05,server_3,87.12,80.78,855.49,906.87,58.92
20:54:05,server_2,60.16,65.91,647.27,447.79,83.81
20:54:05,server_1,33.28,25.0,176.77,194.31,7124.14
20:54:05,server_9,66.45,55.38,3641.93,3510.77,726.37
20:54:10,server_14,52.7,62.12,3786.51,3289.52,886.9
20:54:10,server_15,91.13,14.17,899.45,1325.92,114.87
20:54:10,server_16,79.89,43.01,14135.35,15661.25,18.86
20:54:10,server_13,38.45,49.16,387.52,370.26,80.93
20:54:10,server_18,1.8,90.89,34.87,39.79,38.0
20:54:10,server_19,61.57,59.01,577.22,301.77,4.77
20:54:10,server_20,38.33,55.56,400.01,558.68,168.09
20:54:10,server_17,39.31,69.87,286.95,403.29,41.69
20:54:10,server_12,60.47,62.46,665.88,855.52,71.0
20:54:10,server_11,62.98,45.0,1706.78,1476.69,1685.8
20:54:10,server_1,41.25,50.72,457.76,680.36,102.52
20:54:10,server_9,52.01,58.46,457.98,477.72,0.0
20:54:10,server_8,3.52,81.53,38.63,34.93,75.87
20:54:10,server_7,45.02,31.3,91.71,62.16,4359.56
20:54:10,server_6,27.12,30.25,278.95,193.66,20.39
20:54:10,server_5,77.15,49.46,19115.47,16797.51,105.58
20:54:10,server_4,26.65,92.82,262.37,330.3,57.8
20:54:10,server_3,63.24,69.16,698.06,1028.1,87.22
20:54:10,server_2,30.37,46.82,15.54,15.85,6031.6
20:54:10,server_10,24.55,35.51,190.98,182.13,3.14
20:54:15,server_13,77.97,49.27,19683.76,20401.15,183.48
20:54:15,server_14,57.61,70.52,578.46,629.52,80.42
20:54:15,server_15,53.21,55.9,557.19,620.29,61.22
20:54:15,server_20,89.83,20.41,907.41,634.49,29.4
20:54:15,server_18,61.53,52.53,1933.05,2096.56,1650.99
20:54:15,server_19,46.72,49.64,76.33,114.17,5206.18
20:54:15,server_12,25.05,14.5,191.7,123.24,8.15
20:54:15,server_16,86.51,24.27,958.05,1072.79,127.11
20:54:15,server_11,46.18,55.42,2856.91,3225.96,1480.27
20:54:15,server_17,51.54,50.66,537.28,720.06,45.26
20:54:15,server_9,20.6,9.82,230.24,261.21,13.87
20:54:15,server_10,67.52,75.15,691.06,894.62,0.0
20:54:15,server_2,38.59,37.66,382.72,541.8,19.28
20:54:15,server_3,23.94,32.05,270.74,218.48,16.02
20:54:15,server_4,52.09,59.56,584.7,773.98,103.23
20:54:15,server_1,85.24,81.45,818.04,1085.13,93.82
20:54:15,server_6,43.04,50.32,447.85,336.23,71.23
20:54:15,server_7,48.67,77.11,454.83,651.45,67.65
20:54:15,server_8,39.79,39.08,426.42,253.04,39.1
20:54:15,server_5,40.38,41.57,403.92,421.86,88.29
20:54:20,server_20,21.83,30.95,171.49,199.99,53.57
20:54:20,server_12,91.07,84.81,905.85,837.56,112.21
20:54:20,server_19,29.67,30.15,367.36,264.3,0.0
20:54:20,server_18,39.65,44.6,414.61,393.67,20.73
20:54:20,server_17,34.02,33.6,130.73,153.99,9709.66
20:54:20,server_16,31.77,28.06,132.45,104.07,7320.52
20:54:20,server_15,43.87,43.71,57.42,42.72,5275.92
20:54:20,server_14,28.14,50.37,349.51,365.07,73.18
20:54:20,server_13,59.88,64.39,656.84,636.8,66.7
20:54:20,server_11,90.17,28.24,963.58,1225.84,64.43
20:54:20,server_7,92.71,21.56,977.97,666.29,137.43
20:54:20,server_9,24.22,28.34,199.25,211.67,0.0
20:54:20,server_8,76.25,37.57,18661.5,20901.67,107.43
20:54:20,server_6,23.35,23.94,238.17,220.81,0.0
20:54:20,server_5,70.82,59.81,11191.28,9945.93,159.41
20:54:20,server_4,62.32,37.1,16339.22,18292.47,137.27
20:54:20,server_3,49.52,65.18,502.57,518.07,48.91
20:54:20,server_2,22.11,34.1,205.84,245.62,51.28
20:54:20,server_1,21.27,34.33,190.1,220.81,53.96
20:54:20,server_10,30.0,30.23,284.78,207.77,75.9
20:54:25,server_15,35.02,35.16,175.32,208.74,8294.52
20:54:25,server_13,59.59,56.81,2843.05,3263.39,1136.39
20:54:25,server_14,52.78,58.87,520.62,570.81,46.46
20:54:25,server_16,35.82,31.15,278.95,381.33,0.0
20:54:25,server_12,42.44,55.99,416.42,360.64,106.78
20:54:25,server_18,57.16,60.31,2506.95,2064.25,1106.53
20:54:25,server_19,37.92,34.54,377.43,332.48,60.07
20:54:25,server_20,45.3,53.83,503.54,625.5,66.12
20:54:25,server_17,25.54,27.52,165.98,168.51,6321.35
20:54:25,server_11,21.53,29.91,126.28,159.62,6438.3
20:54:25,server_1,57.42,47.03,3704.5,3838.69,1509.72
20:54:25,server_9,23.89,30.83,115.98,117.33,0.0
20:54:25,server_2,33.02,54.48,374.1,515.09,53.55
20:54:25,server_3,18.74,90.64,234.67,181.68,31.96
20:54:25,server_4,36.51,38.38,174.5,122.88,9366.76
20:54:25,server_10,24.25,37.87,110.63,155.72,7290.75
20:54:25,server_6,81.96,19.39,784.25,1068.32,13.01
20:54:25,server_7,41.58,29.5,105.28,84.67,5732.99
20:54:25,server_8,31.87,22.07,32.84,39.08,6802.0
20:54:25,server_5,31.63,33.84,393.83,464.73,42.37
20:54:30,server_13,99.34,81.77,1021.79,1250.91,178.38
20:54:30,server_20,23.7,85.03,172.64,106.4,115.95
20:54:30,server_19,48.94,53.37,645.96,724.89,88.26
20:54:30,server_18,23.66,23.21,242.47,293.6,22.52
20:54:30,server_17,28.59,38.99,332.31,494.01,2.7
20:54:30,server_16,87.17,24.04,853.19,498.96,90.39
20:54:30,server_15,25.2,39.18,174.73,148.82,76.77
20:54:30,server_14,16.76,85.02,219.82,125.17,10.76
20:54:30,server_12,44.81,44.56,479.05,486.49,0.0
20:54:30,server_11,57.66,41.78,3347.57,3394.12,1523.17
20:54:30,server_1,78.17,55.82,16480.74,13575.0,29.51
20:54:30,server_9,61.32,46.27,11795.5,10555.18,187.28
20:54:30,server_8,42.61,31.16,17.31,20.47,7774.75
20:54:30,server_7,93.69,27.17,984.19,721.27,169.34
20:54:30,server_6,24.84,89.31,211.78,115.28,52.0
20:54:30,server_5,9.56,97.09,117.89,158.62,104.65
20:54:30,server_4,89.68,99.97,894.84,633.93,111.19
20:54:30,server_3,67.93,43.18,11802.73,13575.4,154.97
20:54:30,server_2,52.79,61.42,599.19,593.27,56.82
20:54:30,server_10,52.06,44.71,503.65,625.47,75.83
20:54:35,server_13,56.4,47.49,17995.87,15333.18,101.86
20:54:35,server_14,64.8,65.4,564.85,621.15,140.28
20:54:35,server_15,28.4,28.7,437.21,518.35,62.49
20:54:35,server_16,60.43,43.97,632.78,565.21,29.71
20:54:35,server_12,41.86,66.54,3764.54,4030.86,938.54
20:54:35,server_18,65.8,51.91,12971.03,15141.24,130.09
20:54:35,server_19,85.16,18.02,838.94,791.64,99.98
20:54:35,server_20,45.12,56.83,407.56,474.06,29.63
20:54:35,server_17,52.09,63.57,573.77,677.99,31.09
20:54:35,server_11,68.41,69.03,694.57,520.0,87.25
20:54:35,server_1,6.71,94.41,9.12,12.04,74.87
20:54:35,server_9,60.01,55.49,1374.29,1178.39,1629.67
20:54:35,server_8,48.13,58.24,446.01,411.55,28.05
20:54:35,server_7,20.47,17.96,238.33,249.24,0.0
20:54:35,server_6,57.26,57.7,3879.08,3680.62,1425.71
20:54:35,server_5,35.69,33.21,147.67,212.27,9186.71
20:54:35,server_4,39.72,25.65,335.05,177.82,2.11
20:54:35,server_3,93.94,12.37,818.26,1168.27,89.51
20:54:35,server_2,48.48,50.59,2821.83,2350.63,1476.44
20:54:35,server_10,41.9,64.25,1738.71,1682.68,1825.61
20:54:40,server_13,25.79,43.26,187.74,220.44,84.77
20:54:40,server_14,47.08,26.3,44.98,64.37,3019.28
20:54:40,server_15,94.0,87.34,953.13,1126.52,59.65
20:54:40,server_16,88.17,4.44,826.47,753.58,52.11
20:54:40,server_20,55.19,55.11,532.48,773.14,119.28
20:54:40,server_18,87.66,82.25,852.95,614.51,72.99
20:54:40,server_19,83.82,5.26,817.34,731.39,117.25
20:54:40,server_12,42.74,54.41,342.78,509.04,88.17
20:54:40,server_17,47.45,33.73,107.76,141.84,7428.82
20:54:40,server_11,31.89,31.92,353.37,429.78,137.9
20:54:40,server_1,76.04,50.07,17026.91,20202.51,64.12
20:54:40,server_9,68.83,83.62,725.78,902.04,19.37
20:54:40,server_2,42.93,32.41,87.9,112.21,5207.86
20:54:40,server_3,37.28,45.91,328.04,341.89,0.0
20:54:40,server_4,30.54,30.06,276.68,326.33,12.35
20:54:40,server_10,27.38,31.84,257.5,260.13,55.39
20:54:40,server_6,59.17,77.39,569.97,455.34,17.45
20:54:40,server_7,38.27,50.27,362.7,495.43,139.59
20:54:40,server_8,98.59,93.92,1045.8,1428.47,32.69
20:54:40,server_5,77.83,53.13,14649.83,16601.37,74.43
20:54:45,server_12,43.54,43.19,407.24,457.97,117.91
20:54:45,server_19,26.8,53.58,290.71,295.37,83.3
20:54:45,server_18,41.6,35.77,160.46,125.19,8927.38
20:54:45,server_17,97.18,99.22,1009.11,1456.46,117.94
20:54:45,server_16,97.57,89.45,958.48,971.65,102.01
20:54:45,server_15,31.63,46.26,96.42,48.4,6353.34
20:54:45,server_14,57.25,56.47,541.83,667.12,79.58
20:54:45,server_13,93.37,16.6,861.13,783.6,87.44
20:54:45,server_20,47.24,43.32,1939.19,2324.48,779.9
20:54:45,server_11,26.21,18.01,274.64,189.47,102.03
20:54:45,server_9,28.07,43.0,317.77,273.28,118.59
20:54:45,server_8,61.16,59.01,653.09,396.53,104.05
20:54:45,server_7,91.61,83.44,858.55,676.63,84.68
20:54:45,server_6,96.74,92.91,1056.39,1067.3,16.84
20:54:45,server_5,93.5,20.43,928.73,596.76,72.19
20:54:45,server_4,92.06,86.88,941.64,1115.11,145.42
20:54:45,server_3,90.82,10.5,992.69,1409.88,16.43
20:54:45,server_2,25.83,38.61,298.47,307.12,60.21
20:54:45,server_1,24.12,22.36,166.96,104.74,5349.64
20:54:45,server_10,60.92,32.72,16280.36,14133.64,167.0
20:54:50,server_13,39.07,43.14,374.08,248.09,43.91
20:54:50,server_14,48.87,49.25,17.87,11.01,8194.87
20:54:50,server_15,43.42,38.9,534.72,618.52,90.2
20:54:50,server_16,78.9,58.79,9640.81,10810.05,159.05
20:54:50,server_12,98.13,98.52,955.84,575.24,140.67
20:54:50,server_18,56.12,74.88,735.72,381.99,0.0
20:54:50,server_19,55.81,66.43,537.08,277.57,94.88
20:54:50,server_20,49.75,35.86,418.33,367.02,72.51
20:54:50,server_17,49.02,65.08,4656.94,4057.37,841.8
20:54:50,server_11,62.1,47.72,604.86,527.76,61.78
20:54:50,server_5,53.71,62.19,499.98,615.71,78.47
20:54:50,server_9,98.91,84.84,1038.69,1178.9,156.58
20:54:50,server_1,6.54,93.89,81.5,93.92,74.07
20:54:50,server_2,94.78,90.67,906.84,701.17,115.59
