server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_1,21:03:00,21:03:30,55.13,45.28,
server_1,21:03:10,21:03:40,50.83,53.91,
server_1,21:03:20,21:03:50,56.63,72.57,
server_1,21:03:30,21:04:00,47.83,74.36,
server_1,21:03:40,21:04:10,52.09,66.56,
server_1,21:03:50,21:04:20,47.46,60.12,
server_1,21:04:00,21:04:30,47.14,74.11,
server_1,21:04:10,21:04:40,41.79,68.18,
server_1,21:04:20,21:04:50,55.45,56.53,
server_1,21:04:30,21:05:00,54.88,45.64,
server_1,21:04:40,21:05:10,54.87,45.16,
server_1,21:04:50,21:05:20,43.97,44.7,
server_1,21:05:00,21:05:30,50.01,43.45,
server_1,21:05:10,21:05:40,49.96,39.28,
server_1,21:05:20,21:05:50,45.4,37.71,
server_1,21:05:30,21:06:00,42.53,27.33,
server_1,21:05:40,21:06:10,40.35,41.69,
server_1,21:05:50,21:06:20,43.38,46.12,
server_1,21:06:00,21:06:30,51.12,51.26,
server_1,21:06:10,21:06:40,56.91,32.77,
server_1,21:06:20,21:06:50,58.98,33.04,
server_1,21:06:30,21:07:00,63.9,49.48,
server_1,21:06:40,21:07:10,54.99,54.11,
server_1,21:06:50,21:07:20,61.41,44.79,
server_1,21:07:00,21:07:30,45.41,41.63,
server_1,21:07:10,21:07:40,59.16,50.45,
server_1,21:07:20,21:07:50,52.57,65.03,
server_1,21:07:30,21:08:00,58.55,48.97,
server_1,21:07:40,21:08:10,53.56,44.16,
server_1,21:07:50,21:08:20,55.93,44.15,
server_1,21:08:00,21:08:30,46.3,44.23,
server_1,21:08:10,21:08:40,45.73,47.79,
server_1,21:08:20,21:08:50,44.99,41.86,
server_1,21:08:30,21:09:00,52.32,49.27,
server_1,21:08:40,21:09:10,61.0,39.91,
server_1,21:08:50,21:09:20,68.0,53.11,
server_1,21:09:00,21:09:30,68.32,46.21,
server_1,21:09:10,21:09:40,70.92,63.35,
server_1,21:09:20,21:09:50,68.8,57.47,
server_1,21:09:30,21:10:00,69.08,64.19,
server_1,21:09:40,21:10:10,57.21,53.18,
server_1,21:09:50,21:10:20,62.15,47.02,
server_1,21:10:00,21:10:30,56.7,47.81,
server_1,21:10:10,21:10:40,65.0,56.4,
server_1,21:10:20,21:10:50,64.08,51.07,
server_1,21:10:30,21:11:00,57.45,47.07,
server_1,21:10:40,21:11:10,43.92,34.51,
server_1,21:10:50,21:11:20,36.02,46.09,
server_1,21:11:00,21:11:30,47.72,51.05,
server_1,21:11:10,21:11:40,55.23,49.47,
server_1,21:11:20,21:11:50,49.62,38.95,
server_1,21:11:30,21:12:00,45.29,35.21,
server_1,21:11:40,21:12:10,50.17,31.61,
server_1,21:11:50,21:12:20,53.07,34.53,
server_1,21:12:00,21:12:30,52.49,30.36,
server_1,21:12:10,21:12:40,47.6,33.32,
server_1,21:12:20,21:12:50,43.63,28.06,
server_1,21:12:30,21:13:00,42.57,43.18,
server_1,21:12:40,21:13:10,40.15,47.95,
server_1,21:12:50,21:13:20,48.85,59.01,
server_1,21:13:00,21:13:30,55.06,51.05,
server_1,21:13:10,21:13:40,60.56,53.15,
server_1,21:13:20,21:13:50,66.74,46.49,
server_1,21:13:30,21:14:00,69.57,50.42,
server_1,21:13:40,21:14:10,72.68,44.45,
server_1,21:13:50,21:14:20,57.99,45.58,
server_1,21:14:00,21:14:30,62.43,48.1,
server_1,21:14:10,21:14:40,55.88,55.75,
server_1,21:14:20,21:14:50,52.21,68.24,
server_1,21:14:30,21:15:00,35.48,65.1,
server_1,21:14:40,21:15:10,39.98,66.92,
server_1,21:14:50,21:15:20,43.3,65.72,
server_1,21:15:00,21:15:30,54.97,65.47,
server_1,21:15:10,21:15:40,51.41,62.8,
server_1,21:15:20,21:15:50,57.4,59.81,
server_1,21:15:30,21:16:00,46.26,66.81,
server_1,21:15:40,21:16:10,40.71,73.52,
server_1,21:15:50,21:16:20,44.03,79.97,Memory saturation suspected
server_1,21:16:00,21:16:30,49.83,74.27,
server_1,21:16:10,21:16:40,66.94,53.74,
server_1,21:16:20,21:16:50,60.54,51.15,
server_1,21:16:30,21:17:00,53.66,53.85,
server_1,21:16:40,21:17:10,34.74,70.92,
server_1,21:16:50,21:17:20,31.91,71.68,
server_1,21:17:00,21:17:30,33.94,65.17,
server_1,21:17:10,21:17:40,48.05,70.88,
server_1,21:17:20,21:17:50,61.12,53.95,
server_1,21:17:30,21:18:00,62.99,52.29,
server_1,21:17:40,21:18:10,54.55,42.61,
server_1,21:17:50,21:18:20,50.27,41.92,
server_1,21:18:00,21:18:30,67.46,57.95,
server_1,21:18:10,21:18:40,62.34,65.96,
server_1,21:18:20,21:18:50,65.76,64.45,
server_1,21:18:30,21:19:00,53.11,50.48,
server_1,21:18:40,21:19:10,62.04,41.41,
server_1,21:18:50,21:19:20,54.04,46.44,
server_1,21:19:00,21:19:30,55.68,48.14,
server_1,21:19:10,21:19:40,54.66,46.15,
server_1,21:19:20,21:19:50,58.24,57.51,
server_1,21:19:30,21:20:00,62.23,62.52,
server_1,21:19:40,21:20:10,59.67,66.03,
server_1,21:19:50,21:20:20,58.21,71.43,
server_1,21:20:00,21:20:30,45.24,59.09,
server_1,21:20:10,21:20:40,39.92,57.62,
server_1,21:20:20,21:20:50,42.78,41.65,
server_1,21:20:30,21:21:00,42.52,42.84,
server_1,21:20:40,21:21:10,36.94,56.4,
server_1,21:20:50,21:21:20,28.78,59.02,
server_1,21:21:00,21:21:30,41.51,56.19,
server_1,21:21:10,21:21:40,55.68,30.89,
server_1,21:21:20,21:21:50,61.72,34.88,
server_1,21:21:30,21:22:00,57.14,35.93,
server_1,21:21:40,21:22:10,47.55,52.35,
server_1,21:21:50,21:22:20,53.69,55.49,
server_1,21:22:00,21:22:30,59.35,67.37,
server_1,21:22:10,21:22:40,67.88,72.8,
server_1,21:22:20,21:22:50,58.44,76.35,
server_1,21:22:30,21:23:00,61.3,79.46,Memory saturation suspected
server_1,21:22:40,21:23:10,53.63,68.29,
server_1,21:22:50,21:23:20,52.09,56.29,
server_1,21:23:00,21:23:30,42.37,46.62,
server_1,21:23:10,21:23:40,54.27,41.6,
server_1,21:23:20,21:23:50,60.61,48.32,
server_1,21:23:30,21:24:00,65.38,51.87,
server_1,21:23:40,21:24:10,62.04,64.4,
server_1,21:23:50,21:24:20,55.44,59.8,
server_1,21:24:00,21:24:30,57.16,51.65,
server_1,21:24:10,21:24:40,52.19,50.54,
server_1,21:24:20,21:24:50,64.96,44.43,
server_1,21:24:30,21:25:00,61.39,52.73,
server_1,21:24:40,21:25:10,60.51,49.31,
server_1,21:24:50,21:25:20,56.93,60.92,
server_1,21:25:00,21:25:30,56.45,63.72,
server_1,21:25:10,21:25:40,72.45,63.73,
server_1,21:25:20,21:25:50,77.2,54.03,
server_1,21:25:30,21:26:00,67.39,38.97,
server_1,21:25:40,21:26:10,58.27,45.03,
server_1,21:25:50,21:26:20,43.85,47.8,
server_1,21:26:00,21:26:30,54.39,47.45,
server_1,21:26:10,21:26:40,44.24,42.08,
server_1,21:26:20,21:26:50,51.17,46.46,
server_1,21:26:30,21:27:00,48.9,61.36,
server_1,21:26:40,21:27:10,51.12,62.6,
server_1,21:26:50,21:27:20,50.8,68.06,
server_1,21:27:00,21:27:30,56.14,68.64,
server_1,21:27:10,21:27:40,65.78,58.04,
server_1,21:27:20,21:27:50,66.21,49.38,
server_1,21:27:30,21:28:00,62.82,40.39,
server_1,21:27:40,21:28:10,62.86,56.46,
server_1,21:27:50,21:28:20,56.49,53.07,
server_1,21:28:00,21:28:30,55.96,57.04,
server_1,21:28:10,21:28:40,43.42,54.62,
server_1,21:28:20,21:28:50,48.02,73.59,
server_1,21:28:30,21:29:00,46.35,71.79,
server_1,21:28:40,21:29:10,52.16,60.82,
server_1,21:28:50,21:29:20,54.11,37.57,
server_1,21:29:00,21:29:30,69.25,51.72,
server_1,21:29:10,21:29:40,69.24,51.8,
server_1,21:29:20,21:29:50,63.54,65.14,
server_1,21:29:30,21:30:00,59.93,56.07,
server_1,21:29:40,21:30:10,62.64,65.08,
server_1,21:29:50,21:30:20,60.29,55.22,
server_1,21:30:00,21:30:30,47.14,51.84,
server_1,21:30:10,21:30:40,36.09,48.41,
server_1,21:30:20,21:30:50,44.96,53.87,
server_1,21:30:30,21:31:00,46.1,51.09,
server_1,21:30:40,21:31:10,53.03,49.8,
server_1,21:30:50,21:31:20,55.97,53.75,
server_1,21:31:00,21:31:30,55.62,58.59,
server_1,21:31:10,21:31:40,71.56,63.21,
server_1,21:31:20,21:31:50,61.19,55.65,
server_1,21:31:30,21:32:00,70.45,49.25,
server_1,21:31:40,21:32:10,58.42,51.9,
server_1,21:31:50,21:32:20,63.34,51.23,
server_1,21:32:00,21:32:30,57.94,54.0,
server_1,21:32:10,21:32:40,62.74,44.62,
server_1,21:32:20,21:32:50,62.78,48.27,
server_1,21:32:30,21:33:00,55.29,53.9,
server_1,21:32:40,21:33:10,44.74,51.16,
server_1,21:32:50,21:33:20,36.13,62.12,
server_1,21:33:00,21:33:30,52.36,58.67,
server_1,21:33:10,21:33:40,40.72,76.8,
server_1,21:33:20,21:33:50,61.14,65.23,
server_1,21:33:30,21:34:00,56.42,70.63,
server_1,21:33:40,21:34:10,71.39,61.64,
server_1,21:33:50,21:34:20,65.73,65.76,
server_1,21:34:00,21:34:30,60.43,57.23,
server_1,21:34:10,21:34:40,54.98,49.91,
server_1,21:34:20,21:34:50,50.85,51.56,
server_1,21:34:30,21:35:00,49.23,48.65,
server_1,21:34:40,21:35:10,56.99,54.91,
server_1,21:34:50,21:35:20,61.99,44.18,
server_1,21:35:00,21:35:30,60.73,47.88,
server_1,21:35:10,21:35:40,59.37,39.88,
server_1,21:35:20,21:35:50,57.31,52.33,
server_1,21:35:30,21:36:00,68.44,61.02,
server_1,21:35:40,21:36:10,64.87,59.93,
server_1,21:35:50,21:36:20,61.49,55.17,
server_1,21:36:00,21:36:30,55.87,49.98,
server_1,21:36:10,21:36:40,59.74,51.71,
server_1,21:36:20,21:36:50,64.78,40.2,
server_1,21:36:30,21:37:00,64.56,42.8,
server_1,21:36:40,21:37:10,67.33,47.77,
server_1,21:36:50,21:37:20,69.58,46.69,
server_1,21:37:00,21:37:30,58.92,36.55,
server_1,21:37:10,21:37:40,56.77,40.62,
server_1,21:37:20,21:37:50,47.3,52.8,
server_1,21:37:30,21:38:00,45.24,52.46,
server_1,21:37:40,21:38:10,38.38,47.02,
server_1,21:37:50,21:38:20,29.89,49.48,
server_1,21:38:00,21:38:30,40.32,56.74,
server_1,21:38:10,21:38:40,42.27,57.66,
server_1,21:38:20,21:38:50,48.78,55.39,
server_1,21:38:30,21:39:00,44.21,53.37,
server_1,21:38:40,21:39:10,56.99,61.75,
server_1,21:38:50,21:39:20,57.41,72.53,
server_1,21:39:00,21:39:30,55.9,66.85,
server_1,21:39:10,21:39:40,52.61,71.28,
server_1,21:39:20,21:39:50,55.3,61.16,
server_1,21:39:30,21:40:00,55.05,62.42,
server_1,21:39:40,21:40:10,45.01,50.61,
server_1,21:39:50,21:40:20,34.67,55.81,
server_1,21:40:00,21:40:30,28.72,51.44,
server_1,21:40:10,21:40:40,28.28,58.19,
server_1,21:40:20,21:40:50,40.9,44.04,
server_1,21:40:30,21:41:00,46.49,52.62,
server_1,21:40:40,21:41:10,40.55,47.75,
server_1,21:40:50,21:41:20,29.06,59.25,
server_1,21:41:00,21:41:30,42.2,65.97,
server_1,21:41:10,21:41:40,47.84,56.02,
server_1,21:41:20,21:41:50,58.66,54.11,
server_1,21:41:30,21:42:00,53.26,49.19,
server_1,21:41:40,21:42:10,65.57,49.77,
server_1,21:41:50,21:42:20,75.37,45.35,
server_1,21:42:00,21:42:30,60.45,43.7,
server_1,21:42:10,21:42:40,67.4,52.54,
server_1,21:42:20,21:42:50,55.21,44.61,
server_1,21:42:30,21:43:00,60.24,43.18,
server_1,21:42:40,21:43:10,46.22,43.81,
server_1,21:42:50,21:43:20,52.31,46.3,
server_1,21:43:00,21:43:30,66.24,39.64,
server_1,21:43:10,21:43:40,75.07,46.37,
server_1,21:43:20,21:43:50,70.44,52.67,
server_1,21:43:30,21:44:00,65.46,64.8,
server_1,21:43:40,21:44:10,62.48,49.42,
server_1,21:43:50,21:44:20,56.94,43.74,
server_1,21:44:00,21:44:30,56.74,31.36,
server_1,21:44:10,21:44:40,55.16,45.03,
server_1,21:44:20,21:44:50,66.18,47.95,
server_1,21:44:30,21:45:00,59.34,50.52,
server_1,21:44:40,21:45:10,56.46,41.92,
server_1,21:44:50,21:45:20,52.31,50.94,
server_1,21:45:00,21:45:30,65.51,66.32,
server_1,21:45:10,21:45:40,68.97,58.72,
server_1,21:45:20,21:45:50,73.13,59.01,
server_1,21:45:30,21:46:00,63.97,60.98,
server_1,21:45:40,21:46:10,63.34,56.5,
server_1,21:45:50,21:46:20,57.43,54.15,
server_1,21:46:00,21:46:30,67.84,51.55,
server_1,21:46:10,21:46:40,69.53,54.42,
server_1,21:46:20,21:46:50,77.85,45.22,
server_1,21:46:30,21:47:00,63.87,41.05,
server_1,21:46:40,21:47:10,67.47,60.75,
server_1,21:46:50,21:47:20,54.47,65.44,
server_1,21:47:00,21:47:30,49.97,56.64,
server_1,21:47:10,21:47:40,36.66,51.51,
server_1,21:47:20,21:47:50,44.34,43.94,
server_1,21:47:30,21:48:00,57.54,53.79,
server_1,21:47:40,21:48:10,70.1,41.42,
server_1,21:47:50,21:48:20,60.57,46.78,
server_1,21:48:00,21:48:30,64.11,48.25,
server_1,21:48:10,21:48:40,52.97,58.25,
server_1,21:48:20,21:48:50,59.38,51.3,
server_1,21:48:30,21:49:00,49.53,52.15,
server_1,21:48:40,21:49:10,65.54,47.66,
server_1,21:48:50,21:49:20,71.97,65.73,
server_1,21:49:00,21:49:30,63.04,58.1,
server_1,21:49:10,21:49:40,49.39,60.34,
server_1,21:49:20,21:49:50,52.98,41.32,
server_1,21:49:30,21:50:00,63.04,40.36,
server_1,21:49:40,21:50:10,68.02,43.41,
server_1,21:49:50,21:50:20,48.61,46.45,
server_1,21:50:00,21:50:30,48.19,42.21,
server_1,21:50:10,21:50:40,36.05,46.06,
server_1,21:50:20,21:50:50,47.72,57.73,
server_1,21:50:30,21:51:00,54.31,71.13,
server_1,21:50:40,21:51:10,48.67,76.68,
server_1,21:50:50,21:51:20,40.37,81.6,Memory saturation suspected
server_1,21:51:00,21:51:30,31.58,71.42,
server_1,21:51:10,21:51:40,39.07,53.12,
server_1,21:51:20,21:51:50,41.45,44.08,
server_1,21:51:30,21:52:00,41.29,42.75,
server_1,21:51:40,21:52:10,50.58,37.15,
server_1,21:51:50,21:52:20,54.61,27.03,
server_1,21:52:00,21:52:30,59.58,31.23,
server_1,21:52:10,21:52:40,49.7,40.78,
server_1,21:52:20,21:52:50,41.61,59.8,
server_1,21:52:30,21:53:00,45.66,50.79,
server_1,21:52:40,21:53:10,53.09,52.58,
server_1,21:52:50,21:53:20,49.59,48.84,
server_1,21:53:00,21:53:30,45.49,56.47,
server_1,21:53:10,21:53:40,56.18,59.91,
server_1,21:53:20,21:53:50,72.13,58.26,
server_1,21:53:30,21:54:00,62.74,51.73,
server_1,21:53:40,21:54:10,50.57,50.77,
server_1,21:53:50,21:54:20,36.7,39.57,
server_1,21:54:00,21:54:30,49.01,50.86,
server_1,21:54:10,21:54:40,52.39,51.36,
server_1,21:54:20,21:54:50,69.41,62.2,
server_1,21:54:30,21:55:00,60.73,59.17,
server_1,21:54:40,21:55:10,55.3,56.79,
server_1,21:54:50,21:55:20,46.21,65.53,
server_1,21:55:00,21:55:30,43.39,60.23,
server_1,21:55:10,21:55:40,45.86,54.97,
server_1,21:55:20,21:55:50,44.0,56.97,
server_1,21:55:30,21:56:00,48.18,59.38,
server_1,21:55:40,21:56:10,54.81,75.25,
server_1,21:55:50,21:56:20,53.43,63.85,
server_1,21:56:00,21:56:30,58.2,66.87,
server_1,21:56:10,21:56:40,53.11,53.56,
server_1,21:56:20,21:56:50,60.97,48.37,
server_1,21:56:30,21:57:00,62.47,48.57,
server_1,21:56:40,21:57:10,62.86,51.82,
server_1,21:56:50,21:57:20,59.56,56.44,
server_1,21:57:00,21:57:30,63.46,61.02,
server_1,21:57:10,21:57:40,54.11,68.49,
server_1,21:57:20,21:57:50,59.87,58.18,
server_1,21:57:30,21:58:00,50.15,51.85,
server_1,21:57:40,21:58:10,68.13,30.39,
server_1,21:57:50,21:58:20,65.42,41.3,
server_1,21:58:00,21:58:30,74.83,35.5,
server_1,21:58:10,21:58:40,57.97,42.22,
server_1,21:58:20,21:58:50,51.35,42.39,
server_1,21:58:30,21:59:00,47.2,46.96,
server_1,21:58:40,21:59:10,52.26,51.87,
server_1,21:58:50,21:59:20,56.11,56.04,
server_1,21:59:00,21:59:30,58.85,56.89,
server_1,21:59:10,21:59:40,53.51,53.56,
server_1,21:59:20,21:59:50,51.61,60.32,
server_1,21:59:30,22:00:00,39.03,59.47,
server_1,21:59:40,22:00:10,54.03,58.58,
server_1,21:59:50,22:00:20,59.47,40.34,
server_1,22:00:00,22:00:30,69.69,40.02,
server_1,22:00:10,22:00:40,61.92,36.0,
server_1,22:00:20,22:00:50,55.99,42.77,
server_1,22:00:30,22:01:00,53.21,48.21,
server_1,22:00:40,22:01:10,39.53,71.12,
server_1,22:00:50,22:01:20,46.53,72.61,
server_1,22:01:00,22:01:30,35.96,78.25,
server_1,22:01:10,22:01:40,50.63,67.68,
server_1,22:01:20,22:01:50,38.37,59.87,
server_1,22:01:30,22:02:00,42.6,48.45,
server_1,22:01:40,22:02:10,46.02,49.59,
server_1,22:01:50,22:02:20,45.17,59.92,
server_1,22:02:00,22:02:30,42.82,67.32,
server_1,22:02:10,22:02:40,29.91,59.91,
server_1,22:02:20,22:02:50,41.52,55.73,
server_1,22:02:30,22:03:00,56.61,56.57,
server_1,22:02:40,22:03:10,59.26,60.62,
server_1,22:02:50,22:03:20,52.65,55.53,
server_1,22:03:00,22:03:30,42.58,45.28,
server_1,22:03:10,22:03:40,50.12,48.77,
server_1,22:03:20,22:03:50,44.57,44.77,
server_1,22:03:30,22:04:00,47.7,46.55,
server_1,22:03:40,22:04:10,46.08,42.77,
server_1,22:03:50,22:04:20,52.59,49.42,
server_1,22:04:00,22:04:30,52.49,50.13,
server_1,22:04:10,22:04:40,53.65,50.79,
server_1,22:04:20,22:04:50,55.43,50.92,
server_1,22:04:30,22:05:00,69.26,66.04,
server_1,22:04:40,22:05:10,79.23,66.13,
server_1,22:04:50,22:05:20,81.16,61.4,
server_1,22:05:00,22:05:30,68.43,47.72,
server_1,22:05:10,22:05:40,54.82,45.83,
server_1,22:05:20,22:05:50,60.93,58.97,
server_1,22:05:30,22:06:00,74.37,58.5,
server_1,22:05:40,22:06:10,87.33,62.21,CPU spike suspected
server_1,22:05:50,22:06:20,80.99,55.02,
server_1,22:06:00,22:06:30,68.96,60.16,
server_1,22:06:10,22:06:40,54.3,56.73,
server_1,22:06:20,22:06:50,45.42,54.36,
server_1,22:06:30,22:07:00,36.38,57.03,
server_1,22:06:40,22:07:10,43.21,49.41,
server_1,22:06:50,22:07:20,47.31,50.19,
server_1,22:07:00,22:07:30,52.59,46.39,
server_1,22:07:10,22:07:40,40.86,63.64,
server_1,22:07:20,22:07:50,46.17,65.51,
server_1,22:07:30,22:08:00,54.22,58.64,
server_1,22:07:40,22:08:10,72.4,54.61,
server_1,22:07:50,22:08:20,59.71,58.49,
server_1,22:08:00,22:08:30,51.85,62.09,
server_1,22:08:10,22:08:40,46.92,64.07,
server_1,22:08:20,22:08:50,59.43,46.91,
server_1,22:08:30,22:09:00,66.05,47.91,
server_1,22:08:40,22:09:10,53.57,36.43,
server_1,22:08:50,22:09:20,44.37,44.04,
server_1,22:09:00,22:09:30,32.22,40.06,
server_1,22:09:10,22:09:40,34.66,47.77,
server_1,22:09:20,22:09:50,38.53,46.28,
server_1,22:09:30,22:10:00,39.88,46.45,
server_1,22:09:40,22:10:10,40.31,47.5,
server_1,22:09:50,22:10:20,55.85,55.42,
server_1,22:10:00,22:10:30,61.72,53.4,
server_1,22:10:10,22:10:40,66.76,47.83,
server_1,22:10:20,22:10:50,55.77,48.29,
server_1,22:10:30,22:11:00,62.43,44.32,
server_1,22:10:40,22:11:10,56.58,43.77,
server_1,22:10:50,22:11:20,60.6,44.96,
server_1,22:11:00,22:11:30,65.94,54.22,
server_1,22:11:10,22:11:40,70.34,62.81,
server_1,22:11:20,22:11:50,61.95,53.4,
server_1,22:11:30,22:12:00,46.72,52.43,
server_1,22:11:40,22:12:10,48.84,48.23,
server_1,22:11:50,22:12:20,50.27,49.58,
server_1,22:12:00,22:12:30,52.29,48.66,
server_1,22:12:10,22:12:40,57.94,44.08,
server_1,22:12:20,22:12:50,54.43,47.32,
server_1,22:12:30,22:13:00,58.01,49.78,
server_1,22:12:40,22:13:10,57.21,46.83,
server_1,22:12:50,22:13:20,67.45,53.2,
server_1,22:13:00,22:13:30,63.01,51.34,
server_1,22:13:10,22:13:40,61.47,55.11,
server_1,22:13:20,22:13:50,58.14,40.94,
server_1,22:13:30,22:14:00,64.7,47.44,
server_1,22:13:40,22:14:10,58.95,53.09,
server_1,22:13:50,22:14:20,54.85,59.79,
server_1,22:14:00,22:14:30,46.88,57.5,
server_1,22:14:10,22:14:40,57.49,53.72,
server_1,22:14:20,22:14:50,59.31,60.23,
server_1,22:14:30,22:15:00,65.74,55.11,
server_1,22:14:40,22:15:10,47.08,55.47,
server_1,22:14:50,22:15:20,44.37,56.98,
server_1,22:15:00,22:15:30,36.58,65.97,
server_1,22:15:10,22:15:40,48.05,64.05,
server_1,22:15:20,22:15:50,42.94,64.06,
server_1,22:15:30,22:16:00,39.38,49.66,
server_1,22:15:40,22:16:10,47.86,53.8,
server_1,22:15:50,22:16:20,45.1,59.8,
server_1,22:16:00,22:16:30,61.66,61.84,
server_1,22:16:10,22:16:40,43.58,67.53,
server_1,22:16:20,22:16:50,51.96,52.33,
server_1,22:16:30,22:17:00,52.23,52.57,
server_1,22:16:40,22:17:10,56.3,41.16,
server_1,22:16:50,22:17:20,47.04,51.24,
server_1,22:17:00,22:17:30,33.41,63.46,
server_1,22:17:10,22:17:40,39.95,67.12,
server_1,22:17:20,22:17:50,48.82,72.78,
server_1,22:17:30,22:18:00,45.12,59.69,
server_1,22:17:40,22:18:10,53.73,66.18,
server_1,22:17:50,22:18:20,48.62,58.63,
server_1,22:18:00,22:18:30,61.55,65.34,
server_1,22:18:10,22:18:40,52.2,58.52,
server_1,22:18:20,22:18:50,72.6,65.9,
server_1,22:18:30,22:19:00,66.13,60.69,
server_1,22:18:40,22:19:10,70.94,63.73,
server_1,22:18:50,22:19:20,55.86,51.87,
server_1,22:19:00,22:19:30,50.61,58.89,
server_1,22:19:10,22:19:40,50.6,54.29,
server_1,22:19:20,22:19:50,60.69,60.18,
server_1,22:19:30,22:20:00,66.01,51.94,
server_1,22:19:40,22:20:10,54.85,53.39,
server_1,22:19:50,22:20:20,45.75,59.11,
server_1,22:20:00,22:20:30,35.51,65.84,
server_1,22:20:10,22:20:40,34.1,62.19,
server_1,22:20:20,22:20:50,28.79,50.3,
server_1,22:20:30,22:21:00,45.4,39.99,
server_1,22:20:40,22:21:10,46.08,38.09,
server_1,22:20:50,22:21:20,57.39,42.93,
server_1,22:21:00,22:21:30,62.09,53.55,
server_1,22:21:10,22:21:40,71.3,59.18,
server_1,22:21:20,22:21:50,78.12,57.15,
server_1,22:21:30,22:22:00,71.0,55.97,
server_1,22:21:40,22:22:10,79.08,55.96,
server_1,22:21:50,22:22:20,56.84,59.38,
server_1,22:22:00,22:22:30,57.76,60.11,
server_1,22:22:10,22:22:40,44.8,55.4,
server_1,22:22:20,22:22:50,60.91,46.1,
server_1,22:22:30,22:23:00,50.8,37.24,
server_1,22:22:40,22:23:10,45.34,38.57,
server_1,22:22:50,22:23:20,47.59,49.18,
server_1,22:23:00,22:23:30,55.57,53.52,
server_1,22:23:10,22:23:40,60.32,70.24,
server_1,22:23:20,22:23:50,58.89,54.7,
server_1,22:23:30,22:24:00,68.1,51.24,
server_1,22:23:40,22:24:10,73.19,43.58,
server_1,22:23:50,22:24:20,66.95,50.45,
server_1,22:24:00,22:24:30,63.72,61.06,
server_1,22:24:10,22:24:40,60.64,61.63,
server_1,22:24:20,22:24:50,52.9,70.27,
server_1,22:24:30,22:25:00,51.93,60.05,
server_1,22:24:40,22:25:10,63.54,64.54,
server_1,22:24:50,22:25:20,72.48,53.83,
server_1,22:25:00,22:25:30,61.21,60.0,
server_1,22:25:10,22:25:40,39.73,46.39,
server_1,22:25:20,22:25:50,31.25,44.33,
server_1,22:25:30,22:26:00,41.03,44.52,
