server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:21:20,21:21:50,3222.09,4224.17,Disk thrash suspected
server_1,21:21:30,21:22:00,12817.12,1236.31,Possible DDoS
server_1,21:21:40,21:22:10,12817.12,5569.53,Network flood + Disk thrash suspected
server_1,21:21:50,21:22:20,13181.07,5569.53,Network flood + Disk thrash suspected
server_1,21:22:00,21:22:30,13181.07,5569.53,Network flood + Disk thrash suspected
server_1,21:22:10,21:22:40,13181.07,3812.95,Network flood + Disk thrash suspected
server_1,21:22:20,21:22:50,1046.7,3812.95,Disk thrash suspected
server_1,21:22:30,21:23:00,970.08,108.81,
server_1,21:22:40,21:23:10,1552.69,1917.63,
server_1,21:22:50,21:23:20,1825.49,1917.63,
server_1,21:23:00,21:23:30,1825.49,1917.63,
server_1,21:23:10,21:23:40,1825.49,8325.81,Disk thrash suspected
server_1,21:23:20,21:23:50,921.54,8325.81,Disk thrash suspected
server_1,21:23:30,21:24:00,921.54,8325.81,Disk thrash suspected
server_1,21:23:40,21:24:10,883.03,7420.85,Disk thrash suspected
server_1,21:23:50,21:24:20,883.03,6126.93,Disk thrash suspected
server_1,21:24:00,21:24:30,904.48,130.43,
server_1,21:24:10,21:24:40,904.48,5999.98,Disk thrash suspected
server_1,21:24:20,21:24:50,14417.46,5999.98,Network flood + Disk thrash suspected
server_1,21:24:30,21:25:00,14417.46,8814.77,Network flood + Disk thrash suspected
server_1,21:24:40,21:25:10,14417.46,8814.77,Network flood + Disk thrash suspected
server_1,21:24:50,21:25:20,980.45,8814.77,Disk thrash suspected
server_1,21:25:00,21:25:30,980.45,8432.37,Disk thrash suspected
server_1,21:25:10,21:25:40,980.45,148.55,
server_1,21:25:20,21:25:50,908.79,123.16,
server_1,21:25:30,21:26:00,908.79,6875.02,Disk thrash suspected
server_1,21:25:40,21:26:10,888.8,6875.02,Disk thrash suspected
server_1,21:25:50,21:26:20,4041.21,6875.02,Disk thrash suspected
server_1,21:26:00,21:26:30,4041.21,7458.34,Disk thrash suspected
server_1,21:26:10,21:26:40,4041.21,7458.34,Disk thrash suspected
server_1,21:26:20,21:26:50,13702.71,7458.34,Network flood + Disk thrash suspected
server_1,21:26:30,21:27:00,13702.71,4711.11,Network flood + Disk thrash suspected
server_1,21:26:40,21:27:10,13702.71,1962.63,Network flood + Disk thrash suspected
server_1,21:26:50,21:27:20,4952.63,1962.63,Network flood + Disk thrash suspected
server_1,21:27:00,21:27:30,4952.63,1755.47,Possible DDoS
server_1,21:27:10,21:27:40,1885.44,1188.6,
server_1,21:27:20,21:27:50,18693.43,1188.6,Possible DDoS
server_1,21:27:30,21:28:00,18693.43,619.24,Possible DDoS
server_1,21:27:40,21:28:10,18693.43,1055.44,Possible DDoS
server_1,21:27:50,21:28:20,6604.16,1055.44,Possible DDoS
server_1,21:28:00,21:28:30,5094.87,8211.9,Network flood + Disk thrash suspected
server_1,21:28:10,21:28:40,5094.87,8211.9,Network flood + Disk thrash suspected
server_1,21:28:20,21:28:50,1001.36,8211.9,Disk thrash suspected
server_1,21:28:30,21:29:00,18748.6,102.58,Possible DDoS
server_1,21:28:40,21:29:10,18748.6,1112.82,Possible DDoS
server_1,21:28:50,21:29:20,18748.6,6314.12,Network flood + Disk thrash suspected
server_1,21:29:00,21:29:30,1862.87,6314.12,Disk thrash suspected
server_1,21:29:10,21:29:40,1038.3,6314.12,Disk thrash suspected
server_1,21:29:20,21:29:50,1038.3,3065.73,Disk thrash suspected
server_1,21:29:30,21:30:00,6233.97,3065.73,Network flood + Disk thrash suspected
server_1,21:29:40,21:30:10,6233.97,579.4,Possible DDoS
server_1,21:29:50,21:30:20,6233.97,6805.42,Network flood + Disk thrash suspected
server_1,21:30:00,21:30:30,1266.91,6805.42,Disk thrash suspected
server_1,21:30:10,21:30:40,658.38,6805.42,Disk thrash suspected
server_1,21:30:20,21:30:50,2399.43,1273.45,
server_1,21:30:30,21:31:00,2399.43,1273.45,
server_1,21:30:40,21:31:10,2399.43,1273.45,
server_1,21:30:50,21:31:20,1015.02,5898.13,Disk thrash suspected
server_1,21:31:00,21:31:30,1015.02,5898.13,Disk thrash suspected
server_1,21:31:10,21:31:40,1015.02,5898.13,Disk thrash suspected
server_1,21:31:20,21:31:50,942.89,4041.09,Disk thrash suspected
server_1,21:31:30,21:32:00,942.89,120.34,
server_1,21:31:40,21:32:10,878.32,171.16,
server_1,21:31:50,21:32:20,2536.94,799.34,
server_1,21:32:00,21:32:30,2536.94,799.34,
server_1,21:32:10,21:32:40,18464.74,799.34,Possible DDoS
server_1,21:32:20,21:32:50,18464.74,1693.34,Possible DDoS
server_1,21:32:30,21:33:00,18464.74,1693.34,Possible DDoS
server_1,21:32:40,21:33:10,15505.11,1693.34,Possible DDoS
server_1,21:32:50,21:33:20,15505.11,852.99,Possible DDoS
server_1,21:33:00,21:33:30,1941.07,852.99,
server_1,21:33:10,21:33:40,1941.07,852.99,
server_1,21:33:20,21:33:50,922.1,165.46,
server_1,21:33:30,21:34:00,921.53,151.49,
server_1,21:33:40,21:34:10,921.53,151.49,
server_1,21:33:50,21:34:20,7846.5,151.49,Possible DDoS
server_1,21:34:00,21:34:30,7846.5,134.16,Possible DDoS
server_1,21:34:10,21:34:40,7846.5,134.16,Possible DDoS
server_1,21:34:20,21:34:50,1001.58,121.26,
server_1,21:34:30,21:35:00,18897.38,121.26,Possible DDoS
server_1,21:34:40,21:35:10,18897.38,118.1,Possible DDoS
server_1,21:34:50,21:35:20,18897.38,118.1,Possible DDoS
server_1,21:35:00,21:35:30,4179.15,1972.77,Network flood + Disk thrash suspected
server_1,21:35:10,21:35:40,12582.56,1972.77,Network flood + Disk thrash suspected
server_1,21:35:20,21:35:50,12582.56,1972.77,Network flood + Disk thrash suspected
server_1,21:35:30,21:36:00,12582.56,604.14,Possible DDoS
server_1,21:35:40,21:36:10,1764.83,4465.19,Disk thrash suspected
server_1,21:35:50,21:36:20,989.96,4465.19,Disk thrash suspected
server_1,21:36:00,21:36:30,6988.12,4465.19,Network flood + Disk thrash suspected
server_1,21:36:10,21:36:40,18377.52,806.6,Possible DDoS
server_1,21:36:20,21:36:50,18377.52,806.6,Possible DDoS
server_1,21:36:30,21:37:00,18377.52,123.0,Possible DDoS
server_1,21:36:40,21:37:10,6791.2,193.49,Possible DDoS
server_1,21:36:50,21:37:20,12200.66,193.49,Possible DDoS
server_1,21:37:00,21:37:30,12200.66,3151.82,Network flood + Disk thrash suspected
server_1,21:37:10,21:37:40,12200.66,3151.82,Network flood + Disk thrash suspected
server_1,21:37:20,21:37:50,1053.66,3151.82,Disk thrash suspected
server_1,21:37:30,21:38:00,1053.66,8000.54,Disk thrash suspected
server_1,21:37:40,21:38:10,1053.66,8000.54,Disk thrash suspected
server_1,21:37:50,21:38:20,375.72,8000.54,Disk thrash suspected
server_1,21:38:00,21:38:30,593.39,5174.01,Disk thrash suspected
server_1,21:38:10,21:38:40,2471.42,5174.01,Disk thrash suspected
server_1,21:38:20,21:38:50,2471.42,7498.86,Disk thrash suspected
server_1,21:38:30,21:39:00,2471.42,7498.86,Disk thrash suspected
server_1,21:38:40,21:39:10,987.82,7498.86,Disk thrash suspected
server_1,21:38:50,21:39:20,987.82,130.85,
server_1,21:39:00,21:39:30,4870.14,1445.42,Possible DDoS
server_1,21:39:10,21:39:40,4870.14,1445.42,Possible DDoS
server_1,21:39:20,21:39:50,4870.14,1445.42,Possible DDoS
server_1,21:39:30,21:40:00,3106.96,1693.78,
server_1,21:39:40,21:40:10,3106.96,1693.78,
server_1,21:39:50,21:40:20,2096.33,1693.78,
server_1,21:40:00,21:40:30,1975.55,5704.09,Disk thrash suspected
server_1,21:40:10,21:40:40,1975.55,5704.09,Disk thrash suspected
server_1,21:40:20,21:40:50,926.44,5704.09,Disk thrash suspected
server_1,21:40:30,21:41:00,2844.8,1487.28,
server_1,21:40:40,21:41:10,2844.8,1487.28,
server_1,21:40:50,21:41:20,2844.8,1557.71,
server_1,21:41:00,21:41:30,18488.14,1557.71,Possible DDoS
server_1,21:41:10,21:41:40,18488.14,9149.56,Network flood + Disk thrash suspected
server_1,21:41:20,21:41:50,18488.14,9149.56,Network flood + Disk thrash suspected
server_1,21:41:30,21:42:00,11830.74,9149.56,Network flood + Disk thrash suspected
server_1,21:41:40,21:42:10,14855.29,168.37,Possible DDoS
server_1,21:41:50,21:42:20,14855.29,168.37,Possible DDoS
server_1,21:42:00,21:42:30,14855.29,126.99,Possible DDoS
server_1,21:42:10,21:42:40,943.76,126.99,
server_1,21:42:20,21:42:50,944.48,7572.32,Disk thrash suspected
server_1,21:42:30,21:43:00,944.48,7572.32,Disk thrash suspected
server_1,21:42:40,21:43:10,944.48,7572.32,Disk thrash suspected
server_1,21:42:50,21:43:20,958.61,94.29,
server_1,21:43:00,21:43:30,1003.83,65.52,
server_1,21:43:10,21:43:40,1003.83,123.43,
server_1,21:43:20,21:43:50,12134.98,123.43,Possible DDoS
server_1,21:43:30,21:44:00,12134.98,123.43,Possible DDoS
server_1,21:43:40,21:44:10,12134.98,141.16,Possible DDoS
server_1,21:43:50,21:44:20,16135.98,5755.23,Network flood + Disk thrash suspected
server_1,21:44:00,21:44:30,16135.98,5755.23,Network flood + Disk thrash suspected
server_1,21:44:10,21:44:40,16135.98,5755.23,Network flood + Disk thrash suspected
server_1,21:44:20,21:44:50,2548.65,3764.97,Disk thrash suspected
server_1,21:44:30,21:45:00,2548.65,1898.67,
server_1,21:44:40,21:45:10,2548.65,1898.67,
server_1,21:44:50,21:45:20,1018.79,3742.23,Disk thrash suspected
server_1,21:45:00,21:45:30,1018.79,3742.23,Disk thrash suspected
server_1,21:45:10,21:45:40,1018.79,3742.23,Disk thrash suspected
server_1,21:45:20,21:45:50,7038.07,172.88,Possible DDoS
server_1,21:45:30,21:46:00,7038.07,172.88,Possible DDoS
server_1,21:45:40,21:46:10,7038.07,6380.45,Network flood + Disk thrash suspected
server_1,21:45:50,21:46:20,3590.58,6380.45,Disk thrash suspected
server_1,21:46:00,21:46:30,8373.87,6380.45,Network flood + Disk thrash suspected
server_1,21:46:10,21:46:40,8373.87,1553.45,Possible DDoS
server_1,21:46:20,21:46:50,8373.87,123.25,Possible DDoS
server_1,21:46:30,21:47:00,10692.13,79.51,Possible DDoS
server_1,21:46:40,21:47:10,10692.13,160.24,Possible DDoS
server_1,21:46:50,21:47:20,10692.13,1887.38,Possible DDoS
server_1,21:47:00,21:47:30,2246.09,9997.98,Disk thrash suspected
server_1,21:47:10,21:47:40,17150.11,9997.98,Network flood + Disk thrash suspected
server_1,21:47:20,21:47:50,17150.11,9997.98,Network flood + Disk thrash suspected
server_1,21:47:30,21:48:00,17150.11,157.92,Possible DDoS
server_1,21:47:40,21:48:10,5277.9,151.76,Possible DDoS
server_1,21:47:50,21:48:20,5277.9,151.76,Possible DDoS
server_1,21:48:00,21:48:30,5277.9,1158.99,Possible DDoS
server_1,21:48:10,21:48:40,3553.15,1158.99,
server_1,21:48:20,21:48:50,3553.15,1158.99,
server_1,21:48:30,21:49:00,17039.29,154.27,Possible DDoS
server_1,21:48:40,21:49:10,17039.29,166.2,Possible DDoS
server_1,21:48:50,21:49:20,17039.29,179.2,Possible DDoS
server_1,21:49:00,21:49:30,16797.46,3181.95,Network flood + Disk thrash suspected
server_1,21:49:10,21:49:40,16797.46,3817.18,Network flood + Disk thrash suspected
server_1,21:49:20,21:49:50,4638.89,3817.18,Network flood + Disk thrash suspected
server_1,21:49:30,21:50:00,4638.89,3817.18,Network flood + Disk thrash suspected
server_1,21:49:40,21:50:10,1177.14,1094.83,
server_1,21:49:50,21:50:20,1177.14,6129.78,Disk thrash suspected
server_1,21:50:00,21:50:30,2220.1,8437.65,Disk thrash suspected
server_1,21:50:10,21:50:40,2220.1,9783.64,Disk thrash suspected
server_1,21:50:20,21:50:50,2220.1,9783.64,Disk thrash suspected
server_1,21:50:30,21:51:00,1014.55,9783.64,Disk thrash suspected
server_1,21:50:40,21:51:10,1014.55,3734.55,Disk thrash suspected
server_1,21:50:50,21:51:20,900.18,111.97,
server_1,21:51:00,21:51:30,4670.75,1318.11,Possible DDoS
server_1,21:51:10,21:51:40,4670.75,3492.48,Network flood + Disk thrash suspected
server_1,21:51:20,21:51:50,4670.75,3492.48,Network flood + Disk thrash suspected
server_1,21:51:30,21:52:00,616.17,3492.48,Disk thrash suspected
server_1,21:51:40,21:52:10,915.44,4270.88,Disk thrash suspected
server_1,21:51:50,21:52:20,915.44,4270.88,Disk thrash suspected
server_1,21:52:00,21:52:30,7268.63,4270.88,Network flood + Disk thrash suspected
server_1,21:52:10,21:52:40,7268.63,5919.06,Network flood + Disk thrash suspected
server_1,21:52:20,21:52:50,7268.63,5919.06,Network flood + Disk thrash suspected
server_1,21:52:30,21:53:00,855.6,5919.06,Disk thrash suspected
server_1,21:52:40,21:53:10,14080.46,65.14,Possible DDoS
server_1,21:52:50,21:53:20,14080.46,65.14,Possible DDoS
server_1,21:53:00,21:53:30,18054.07,173.71,Possible DDoS
server_1,21:53:10,21:53:40,18054.07,173.71,Possible DDoS
server_1,21:53:20,21:53:50,18054.07,173.71,Possible DDoS
server_1,21:53:30,21:54:00,967.59,8319.01,Disk thrash suspected
server_1,21:53:40,21:54:10,7999.04,8319.01,Network flood + Disk thrash suspected
server_1,21:53:50,21:54:20,7999.04,8319.01,Network flood + Disk thrash suspected
server_1,21:54:00,21:54:30,7999.04,3599.26,Network flood + Disk thrash suspected
server_1,21:54:10,21:54:40,1001.71,9533.54,Disk thrash suspected
server_1,21:54:20,21:54:50,16973.98,9533.54,Network flood + Disk thrash suspected
server_1,21:54:30,21:55:00,16973.98,9533.54,Network flood + Disk thrash suspected
server_1,21:54:40,21:55:10,16973.98,9426.07,Network flood + Disk thrash suspected
server_1,21:54:50,21:55:20,4956.48,9426.07,Network flood + Disk thrash suspected
server_1,21:55:00,21:55:30,1575.11,9426.07,Disk thrash suspected
server_1,21:55:10,21:55:40,15429.37,145.48,Possible DDoS
server_1,21:55:20,21:55:50,15429.37,145.48,Possible DDoS
server_1,21:55:30,21:56:00,15429.37,193.35,Possible DDoS
server_1,21:55:40,21:56:10,5155.86,193.35,Possible DDoS
server_1,21:55:50,21:56:20,12754.72,193.35,Possible DDoS
server_1,21:56:00,21:56:30,12754.72,107.78,Possible DDoS
server_1,21:56:10,21:56:40,12754.72,31.7,Possible DDoS
server_1,21:56:20,21:56:50,8965.12,207.97,Possible DDoS
server_1,21:56:30,21:57:00,8965.12,6660.65,Network flood + Disk thrash suspected
server_1,21:56:40,21:57:10,19949.66,6660.65,Network flood + Disk thrash suspected
server_1,21:56:50,21:57:20,19949.66,6660.65,Network flood + Disk thrash suspected
server_1,21:57:00,21:57:30,19949.66,143.1,Possible DDoS
server_1,21:57:10,21:57:40,10119.22,1447.32,Possible DDoS
server_1,21:57:20,21:57:50,4323.03,1447.32,Possible DDoS
server_1,21:57:30,21:58:00,18532.0,3835.19,Network flood + Disk thrash suspected
server_1,21:57:40,21:58:10,18532.0,3835.19,Network flood + Disk thrash suspected
server_1,21:57:50,21:58:20,18532.0,5882.23,Network flood + Disk thrash suspected
server_1,21:58:00,21:58:30,982.83,5882.23,Disk thrash suspected
server_1,21:58:10,21:58:40,982.83,5882.23,Disk thrash suspected
server_1,21:58:20,21:58:50,4381.1,1502.87,Possible DDoS
server_1,21:58:30,21:59:00,8177.4,1502.87,Possible DDoS
server_1,21:58:40,21:59:10,8177.4,1502.87,Possible DDoS
server_1,21:58:50,21:59:20,8177.4,4616.23,Network flood + Disk thrash suspected
server_1,21:59:00,21:59:30,7105.75,4616.23,Network flood + Disk thrash suspected
server_1,21:59:10,21:59:40,7105.75,4616.23,Network flood + Disk thrash suspected
server_1,21:59:20,21:59:50,7105.75,663.38,Possible DDoS
server_1,21:59:30,22:00:00,1154.43,663.38,
server_1,21:59:40,22:00:10,19156.15,186.36,Possible DDoS
server_1,21:59:50,22:00:20,19156.15,106.09,Possible DDoS
server_1,22:00:00,22:00:30,19156.15,172.4,Possible DDoS
server_1,22:00:10,22:00:40,994.34,172.4,
